0 82.63 -5.961871923828125 35.84452199935913 0 {'batch_size': 512, 'epochs': 30, 'learning_rate_init': 0.01664672261412472, 'momentum': 0.8579456176227568, 'weight_decay': 0.0024491024634012105}
0 90.48 -7.34390322265625 574.330246925354 15 {'batch_size': 512, 'epochs': 30, 'learning_rate_init': 0.01664672261412472, 'momentum': 0.8579456176227568, 'weight_decay': 0.0024491024634012105}
0 90.41 -6.789102685546875 610.2269740104675 16 {'batch_size': 512, 'epochs': 30, 'learning_rate_init': 0.01664672261412472, 'momentum': 0.8579456176227568, 'weight_decay': 0.0024491024634012105}
0 92.55 -7.318219970703125 646.1833324432373 17 {'batch_size': 512, 'epochs': 30, 'learning_rate_init': 0.01664672261412472, 'momentum': 0.8579456176227568, 'weight_decay': 0.0024491024634012105}
0 92.51 -7.048554248046875 682.0771870613098 18 {'batch_size': 512, 'epochs': 30, 'learning_rate_init': 0.01664672261412472, 'momentum': 0.8579456176227568, 'weight_decay': 0.0024491024634012105}
0 91.89 -7.269442333984375 717.9456012248993 19 {'batch_size': 512, 'epochs': 30, 'learning_rate_init': 0.01664672261412472, 'momentum': 0.8579456176227568, 'weight_decay': 0.0024491024634012105}
0 92.02 -7.24332451171875 753.8590462207794 20 {'batch_size': 512, 'epochs': 30, 'learning_rate_init': 0.01664672261412472, 'momentum': 0.8579456176227568, 'weight_decay': 0.0024491024634012105}
0 91.6 -6.726563232421875 789.7675771713257 21 {'batch_size': 512, 'epochs': 30, 'learning_rate_init': 0.01664672261412472, 'momentum': 0.8579456176227568, 'weight_decay': 0.0024491024634012105}
0 90.93 -7.27965009765625 825.6850297451019 22 {'batch_size': 512, 'epochs': 30, 'learning_rate_init': 0.01664672261412472, 'momentum': 0.8579456176227568, 'weight_decay': 0.0024491024634012105}
0 94.4 -7.564662744140625 861.6026887893677 23 {'batch_size': 512, 'epochs': 30, 'learning_rate_init': 0.01664672261412472, 'momentum': 0.8579456176227568, 'weight_decay': 0.0024491024634012105}
0 94.43 -7.62542587890625 897.486385345459 24 {'batch_size': 512, 'epochs': 30, 'learning_rate_init': 0.01664672261412472, 'momentum': 0.8579456176227568, 'weight_decay': 0.0024491024634012105}
0 94.5 -7.657363525390625 933.4126043319702 25 {'batch_size': 512, 'epochs': 30, 'learning_rate_init': 0.01664672261412472, 'momentum': 0.8579456176227568, 'weight_decay': 0.0024491024634012105}
0 94.47 -7.596094873046875 969.2871177196503 26 {'batch_size': 512, 'epochs': 30, 'learning_rate_init': 0.01664672261412472, 'momentum': 0.8579456176227568, 'weight_decay': 0.0024491024634012105}
0 94.46 -7.699901171875 1005.1557796001434 27 {'batch_size': 512, 'epochs': 30, 'learning_rate_init': 0.01664672261412472, 'momentum': 0.8579456176227568, 'weight_decay': 0.0024491024634012105}
0 94.34 -7.59586962890625 1041.0904941558838 28 {'batch_size': 512, 'epochs': 30, 'learning_rate_init': 0.01664672261412472, 'momentum': 0.8579456176227568, 'weight_decay': 0.0024491024634012105}
0 94.54 -7.714785400390625 1077.0501246452332 29 {'batch_size': 512, 'epochs': 30, 'learning_rate_init': 0.01664672261412472, 'momentum': 0.8579456176227568, 'weight_decay': 0.0024491024634012105}
1 10.05 -0.011392520499229432 37.86215376853943 0 {'batch_size': 256, 'epochs': 37, 'learning_rate_init': 1.0013176560941263e-06, 'momentum': 0.30233257263183977, 'weight_decay': 3.863879405158735e-06}
1 10.19 -0.012870817470550537 75.71666884422302 1 {'batch_size': 256, 'epochs': 37, 'learning_rate_init': 1.0013176560941263e-06, 'momentum': 0.30233257263183977, 'weight_decay': 3.863879405158735e-06}
1 10.3 -0.01313678240776062 113.59500908851624 2 {'batch_size': 256, 'epochs': 37, 'learning_rate_init': 1.0013176560941263e-06, 'momentum': 0.30233257263183977, 'weight_decay': 3.863879405158735e-06}
1 10.38 -0.014487108421325683 151.47854375839233 3 {'batch_size': 256, 'epochs': 37, 'learning_rate_init': 1.0013176560941263e-06, 'momentum': 0.30233257263183977, 'weight_decay': 3.863879405158735e-06}
1 10.54 -0.014584592866897584 189.37096977233887 4 {'batch_size': 256, 'epochs': 37, 'learning_rate_init': 1.0013176560941263e-06, 'momentum': 0.30233257263183977, 'weight_decay': 3.863879405158735e-06}
1 10.76 -0.015481100511550903 227.2534875869751 5 {'batch_size': 256, 'epochs': 37, 'learning_rate_init': 1.0013176560941263e-06, 'momentum': 0.30233257263183977, 'weight_decay': 3.863879405158735e-06}
1 10.68 -0.01594789800643921 265.1629149913788 6 {'batch_size': 256, 'epochs': 37, 'learning_rate_init': 1.0013176560941263e-06, 'momentum': 0.30233257263183977, 'weight_decay': 3.863879405158735e-06}
1 10.95 -0.01689666838645935 303.02455472946167 7 {'batch_size': 256, 'epochs': 37, 'learning_rate_init': 1.0013176560941263e-06, 'momentum': 0.30233257263183977, 'weight_decay': 3.863879405158735e-06}
1 10.93 -0.01815036163330078 340.90808606147766 8 {'batch_size': 256, 'epochs': 37, 'learning_rate_init': 1.0013176560941263e-06, 'momentum': 0.30233257263183977, 'weight_decay': 3.863879405158735e-06}
1 11.3 -0.018322357273101806 378.80692744255066 9 {'batch_size': 256, 'epochs': 37, 'learning_rate_init': 1.0013176560941263e-06, 'momentum': 0.30233257263183977, 'weight_decay': 3.863879405158735e-06}
1 11.26 -0.019699547576904296 416.6649558544159 10 {'batch_size': 256, 'epochs': 37, 'learning_rate_init': 1.0013176560941263e-06, 'momentum': 0.30233257263183977, 'weight_decay': 3.863879405158735e-06}
1 11.37 -0.020164070415496827 454.567839384079 11 {'batch_size': 256, 'epochs': 37, 'learning_rate_init': 1.0013176560941263e-06, 'momentum': 0.30233257263183977, 'weight_decay': 3.863879405158735e-06}
1 11.47 -0.02134952907562256 492.4862151145935 12 {'batch_size': 256, 'epochs': 37, 'learning_rate_init': 1.0013176560941263e-06, 'momentum': 0.30233257263183977, 'weight_decay': 3.863879405158735e-06}
1 11.65 -0.02189726572036743 530.3544239997864 13 {'batch_size': 256, 'epochs': 37, 'learning_rate_init': 1.0013176560941263e-06, 'momentum': 0.30233257263183977, 'weight_decay': 3.863879405158735e-06}
1 11.83 -0.022409983158111574 568.2810256481171 14 {'batch_size': 256, 'epochs': 37, 'learning_rate_init': 1.0013176560941263e-06, 'momentum': 0.30233257263183977, 'weight_decay': 3.863879405158735e-06}
1 11.9 -0.023273577880859375 606.1511545181274 15 {'batch_size': 256, 'epochs': 37, 'learning_rate_init': 1.0013176560941263e-06, 'momentum': 0.30233257263183977, 'weight_decay': 3.863879405158735e-06}
1 12.15 -0.023762960147857667 644.0603339672089 16 {'batch_size': 256, 'epochs': 37, 'learning_rate_init': 1.0013176560941263e-06, 'momentum': 0.30233257263183977, 'weight_decay': 3.863879405158735e-06}
1 12.26 -0.02493179531097412 681.9621014595032 17 {'batch_size': 256, 'epochs': 37, 'learning_rate_init': 1.0013176560941263e-06, 'momentum': 0.30233257263183977, 'weight_decay': 3.863879405158735e-06}
1 12.41 -0.02532938594818115 719.8313529491425 18 {'batch_size': 256, 'epochs': 37, 'learning_rate_init': 1.0013176560941263e-06, 'momentum': 0.30233257263183977, 'weight_decay': 3.863879405158735e-06}
1 12.72 -0.025817692947387696 757.7028181552887 19 {'batch_size': 256, 'epochs': 37, 'learning_rate_init': 1.0013176560941263e-06, 'momentum': 0.30233257263183977, 'weight_decay': 3.863879405158735e-06}
1 12.75 -0.027005761337280273 795.5766291618347 20 {'batch_size': 256, 'epochs': 37, 'learning_rate_init': 1.0013176560941263e-06, 'momentum': 0.30233257263183977, 'weight_decay': 3.863879405158735e-06}
1 12.94 -0.028116574668884276 833.4866733551025 21 {'batch_size': 256, 'epochs': 37, 'learning_rate_init': 1.0013176560941263e-06, 'momentum': 0.30233257263183977, 'weight_decay': 3.863879405158735e-06}
1 13.19 -0.027935295486450195 871.4087624549866 22 {'batch_size': 256, 'epochs': 37, 'learning_rate_init': 1.0013176560941263e-06, 'momentum': 0.30233257263183977, 'weight_decay': 3.863879405158735e-06}
1 13.27 -0.02979590721130371 909.2755150794983 23 {'batch_size': 256, 'epochs': 37, 'learning_rate_init': 1.0013176560941263e-06, 'momentum': 0.30233257263183977, 'weight_decay': 3.863879405158735e-06}
1 13.45 -0.030295825386047363 947.1732099056244 24 {'batch_size': 256, 'epochs': 37, 'learning_rate_init': 1.0013176560941263e-06, 'momentum': 0.30233257263183977, 'weight_decay': 3.863879405158735e-06}
1 13.43 -0.03186670608520508 985.055335521698 25 {'batch_size': 256, 'epochs': 37, 'learning_rate_init': 1.0013176560941263e-06, 'momentum': 0.30233257263183977, 'weight_decay': 3.863879405158735e-06}
1 13.93 -0.030784264183044432 1022.9426577091217 26 {'batch_size': 256, 'epochs': 37, 'learning_rate_init': 1.0013176560941263e-06, 'momentum': 0.30233257263183977, 'weight_decay': 3.863879405158735e-06}
1 13.89 -0.03269259243011475 1060.8593592643738 27 {'batch_size': 256, 'epochs': 37, 'learning_rate_init': 1.0013176560941263e-06, 'momentum': 0.30233257263183977, 'weight_decay': 3.863879405158735e-06}
1 14.23 -0.0335496992111206 1098.7324554920197 28 {'batch_size': 256, 'epochs': 37, 'learning_rate_init': 1.0013176560941263e-06, 'momentum': 0.30233257263183977, 'weight_decay': 3.863879405158735e-06}
1 14.3 -0.03416876106262207 1136.66846036911 29 {'batch_size': 256, 'epochs': 37, 'learning_rate_init': 1.0013176560941263e-06, 'momentum': 0.30233257263183977, 'weight_decay': 3.863879405158735e-06}
1 14.35 -0.03503777084350586 1174.5507180690765 30 {'batch_size': 256, 'epochs': 37, 'learning_rate_init': 1.0013176560941263e-06, 'momentum': 0.30233257263183977, 'weight_decay': 3.863879405158735e-06}
1 14.49 -0.035834292030334475 1212.465187072754 31 {'batch_size': 256, 'epochs': 37, 'learning_rate_init': 1.0013176560941263e-06, 'momentum': 0.30233257263183977, 'weight_decay': 3.863879405158735e-06}
1 14.57 -0.03698054695129394 1250.399264574051 32 {'batch_size': 256, 'epochs': 37, 'learning_rate_init': 1.0013176560941263e-06, 'momentum': 0.30233257263183977, 'weight_decay': 3.863879405158735e-06}
1 14.94 -0.03650607318878174 1288.2665176391602 33 {'batch_size': 256, 'epochs': 37, 'learning_rate_init': 1.0013176560941263e-06, 'momentum': 0.30233257263183977, 'weight_decay': 3.863879405158735e-06}
1 14.84 -0.03848830757141113 1326.14559340477 34 {'batch_size': 256, 'epochs': 37, 'learning_rate_init': 1.0013176560941263e-06, 'momentum': 0.30233257263183977, 'weight_decay': 3.863879405158735e-06}
1 15.28 -0.03912006492614746 1364.0410177707672 35 {'batch_size': 256, 'epochs': 37, 'learning_rate_init': 1.0013176560941263e-06, 'momentum': 0.30233257263183977, 'weight_decay': 3.863879405158735e-06}
1 15.34 -0.03958916511535644 1401.910004377365 36 {'batch_size': 256, 'epochs': 37, 'learning_rate_init': 1.0013176560941263e-06, 'momentum': 0.30233257263183977, 'weight_decay': 3.863879405158735e-06}
2 85.18 -8.56330615234375 57.8683500289917 0 {'batch_size': 32, 'epochs': 10, 'learning_rate_init': 0.04546784063337935, 'momentum': 0.947730611527878, 'weight_decay': 8.689532004962215e-05}
2 87.49 -9.029665234375 115.72902083396912 1 {'batch_size': 32, 'epochs': 10, 'learning_rate_init': 0.04546784063337935, 'momentum': 0.947730611527878, 'weight_decay': 8.689532004962215e-05}
2 76.99 -6.15348310546875 173.6439859867096 2 {'batch_size': 32, 'epochs': 10, 'learning_rate_init': 0.04546784063337935, 'momentum': 0.947730611527878, 'weight_decay': 8.689532004962215e-05}
2 90.39 -9.0077369140625 231.52951979637146 3 {'batch_size': 32, 'epochs': 10, 'learning_rate_init': 0.04546784063337935, 'momentum': 0.947730611527878, 'weight_decay': 8.689532004962215e-05}
2 91.13 -9.44207890625 289.3752987384796 4 {'batch_size': 32, 'epochs': 10, 'learning_rate_init': 0.04546784063337935, 'momentum': 0.947730611527878, 'weight_decay': 8.689532004962215e-05}
2 90.47 -9.1042689453125 347.2537133693695 5 {'batch_size': 32, 'epochs': 10, 'learning_rate_init': 0.04546784063337935, 'momentum': 0.947730611527878, 'weight_decay': 8.689532004962215e-05}
2 90.39 -9.804755859375 405.1005480289459 6 {'batch_size': 32, 'epochs': 10, 'learning_rate_init': 0.04546784063337935, 'momentum': 0.947730611527878, 'weight_decay': 8.689532004962215e-05}
2 89.3 -9.3396548828125 462.8444502353668 7 {'batch_size': 32, 'epochs': 10, 'learning_rate_init': 0.04546784063337935, 'momentum': 0.947730611527878, 'weight_decay': 8.689532004962215e-05}
2 91.88 -9.7182857421875 520.5030658245087 8 {'batch_size': 32, 'epochs': 10, 'learning_rate_init': 0.04546784063337935, 'momentum': 0.947730611527878, 'weight_decay': 8.689532004962215e-05}
2 90.83 -10.02218984375 578.1855676174164 9 {'batch_size': 32, 'epochs': 10, 'learning_rate_init': 0.04546784063337935, 'momentum': 0.947730611527878, 'weight_decay': 8.689532004962215e-05}
3 82.72 -6.320211962890625 42.16096043586731 0 {'batch_size': 128, 'epochs': 4, 'learning_rate_init': 0.015839636792271947, 'momentum': 0.12132858120521606, 'weight_decay': 0.0001893412804339247}
3 87.75 -6.62011533203125 84.27703976631165 1 {'batch_size': 128, 'epochs': 4, 'learning_rate_init': 0.015839636792271947, 'momentum': 0.12132858120521606, 'weight_decay': 0.0001893412804339247}
3 85.97 -7.0458443359375 126.88453888893127 2 {'batch_size': 128, 'epochs': 4, 'learning_rate_init': 0.015839636792271947, 'momentum': 0.12132858120521606, 'weight_decay': 0.0001893412804339247}
3 89.7 -7.435008203125 169.5670714378357 3 {'batch_size': 128, 'epochs': 4, 'learning_rate_init': 0.015839636792271947, 'momentum': 0.12132858120521606, 'weight_decay': 0.0001893412804339247}
4 10.63 -0.07037872695922852 42.36985659599304 0 {'batch_size': 128, 'epochs': 46, 'learning_rate_init': 7.302585582149574e-06, 'momentum': 0.8556209483356475, 'weight_decay': 0.00027298727653650624}
4 15.0 -0.10974818954467773 84.53232908248901 1 {'batch_size': 128, 'epochs': 46, 'learning_rate_init': 7.302585582149574e-06, 'momentum': 0.8556209483356475, 'weight_decay': 0.00027298727653650624}
4 24.34 -0.15257121276855468 126.84763050079346 2 {'batch_size': 128, 'epochs': 46, 'learning_rate_init': 7.302585582149574e-06, 'momentum': 0.8556209483356475, 'weight_decay': 0.00027298727653650624}
4 30.92 -0.21808975067138672 169.51354026794434 3 {'batch_size': 128, 'epochs': 46, 'learning_rate_init': 7.302585582149574e-06, 'momentum': 0.8556209483356475, 'weight_decay': 0.00027298727653650624}
4 33.42 -0.29117742919921874 212.18685388565063 4 {'batch_size': 128, 'epochs': 46, 'learning_rate_init': 7.302585582149574e-06, 'momentum': 0.8556209483356475, 'weight_decay': 0.00027298727653650624}
4 35.81 -0.39218106384277346 254.51022481918335 5 {'batch_size': 128, 'epochs': 46, 'learning_rate_init': 7.302585582149574e-06, 'momentum': 0.8556209483356475, 'weight_decay': 0.00027298727653650624}
4 38.83 -0.5062492065429688 296.6739103794098 6 {'batch_size': 128, 'epochs': 46, 'learning_rate_init': 7.302585582149574e-06, 'momentum': 0.8556209483356475, 'weight_decay': 0.00027298727653650624}
4 41.09 -0.5979248596191407 339.1285903453827 7 {'batch_size': 128, 'epochs': 46, 'learning_rate_init': 7.302585582149574e-06, 'momentum': 0.8556209483356475, 'weight_decay': 0.00027298727653650624}
4 43.35 -0.6941496948242187 381.8154375553131 8 {'batch_size': 128, 'epochs': 46, 'learning_rate_init': 7.302585582149574e-06, 'momentum': 0.8556209483356475, 'weight_decay': 0.00027298727653650624}
4 45.38 -0.8020278381347656 424.4775800704956 9 {'batch_size': 128, 'epochs': 46, 'learning_rate_init': 7.302585582149574e-06, 'momentum': 0.8556209483356475, 'weight_decay': 0.00027298727653650624}
4 47.9 -0.8991540588378907 466.6569130420685 10 {'batch_size': 128, 'epochs': 46, 'learning_rate_init': 7.302585582149574e-06, 'momentum': 0.8556209483356475, 'weight_decay': 0.00027298727653650624}
4 50.81 -0.9780303894042969 508.81915950775146 11 {'batch_size': 128, 'epochs': 46, 'learning_rate_init': 7.302585582149574e-06, 'momentum': 0.8556209483356475, 'weight_decay': 0.00027298727653650624}
4 53.01 -1.0876460693359375 551.4033522605896 12 {'batch_size': 128, 'epochs': 46, 'learning_rate_init': 7.302585582149574e-06, 'momentum': 0.8556209483356475, 'weight_decay': 0.00027298727653650624}
4 55.54 -1.1778014038085938 594.0106918811798 13 {'batch_size': 128, 'epochs': 46, 'learning_rate_init': 7.302585582149574e-06, 'momentum': 0.8556209483356475, 'weight_decay': 0.00027298727653650624}
4 57.36 -1.2684115600585937 636.3979527950287 14 {'batch_size': 128, 'epochs': 46, 'learning_rate_init': 7.302585582149574e-06, 'momentum': 0.8556209483356475, 'weight_decay': 0.00027298727653650624}
4 59.32 -1.3349015380859375 678.5475792884827 15 {'batch_size': 128, 'epochs': 46, 'learning_rate_init': 7.302585582149574e-06, 'momentum': 0.8556209483356475, 'weight_decay': 0.00027298727653650624}
4 60.5 -1.4375691650390625 720.8484063148499 16 {'batch_size': 128, 'epochs': 46, 'learning_rate_init': 7.302585582149574e-06, 'momentum': 0.8556209483356475, 'weight_decay': 0.00027298727653650624}
4 61.77 -1.5239479125976563 763.4621391296387 17 {'batch_size': 128, 'epochs': 46, 'learning_rate_init': 7.302585582149574e-06, 'momentum': 0.8556209483356475, 'weight_decay': 0.00027298727653650624}
4 63.23 -1.5952323486328126 806.134729385376 18 {'batch_size': 128, 'epochs': 46, 'learning_rate_init': 7.302585582149574e-06, 'momentum': 0.8556209483356475, 'weight_decay': 0.00027298727653650624}
4 63.94 -1.6668556762695312 848.4210114479065 19 {'batch_size': 128, 'epochs': 46, 'learning_rate_init': 7.302585582149574e-06, 'momentum': 0.8556209483356475, 'weight_decay': 0.00027298727653650624}
4 64.59 -1.7559988037109375 890.54993891716 20 {'batch_size': 128, 'epochs': 46, 'learning_rate_init': 7.302585582149574e-06, 'momentum': 0.8556209483356475, 'weight_decay': 0.00027298727653650624}
4 64.95 -1.8192903076171876 933.0228817462921 21 {'batch_size': 128, 'epochs': 46, 'learning_rate_init': 7.302585582149574e-06, 'momentum': 0.8556209483356475, 'weight_decay': 0.00027298727653650624}
4 65.81 -1.8974782592773438 975.6486594676971 22 {'batch_size': 128, 'epochs': 46, 'learning_rate_init': 7.302585582149574e-06, 'momentum': 0.8556209483356475, 'weight_decay': 0.00027298727653650624}
4 66.73 -1.9524982421875 1018.3073906898499 23 {'batch_size': 128, 'epochs': 46, 'learning_rate_init': 7.302585582149574e-06, 'momentum': 0.8556209483356475, 'weight_decay': 0.00027298727653650624}
4 66.88 -2.0430062744140627 1060.4680173397064 24 {'batch_size': 128, 'epochs': 46, 'learning_rate_init': 7.302585582149574e-06, 'momentum': 0.8556209483356475, 'weight_decay': 0.00027298727653650624}
4 67.26 -2.081024462890625 1102.5931599140167 25 {'batch_size': 128, 'epochs': 46, 'learning_rate_init': 7.302585582149574e-06, 'momentum': 0.8556209483356475, 'weight_decay': 0.00027298727653650624}
4 67.17 -2.1871664794921877 1145.1397061347961 26 {'batch_size': 128, 'epochs': 46, 'learning_rate_init': 7.302585582149574e-06, 'momentum': 0.8556209483356475, 'weight_decay': 0.00027298727653650624}
4 67.87 -2.2383511962890625 1187.788019657135 27 {'batch_size': 128, 'epochs': 46, 'learning_rate_init': 7.302585582149574e-06, 'momentum': 0.8556209483356475, 'weight_decay': 0.00027298727653650624}
4 68.5 -2.2818316162109373 1230.2050075531006 28 {'batch_size': 128, 'epochs': 46, 'learning_rate_init': 7.302585582149574e-06, 'momentum': 0.8556209483356475, 'weight_decay': 0.00027298727653650624}
4 68.66 -2.35327998046875 1272.3427102565765 29 {'batch_size': 128, 'epochs': 46, 'learning_rate_init': 7.302585582149574e-06, 'momentum': 0.8556209483356475, 'weight_decay': 0.00027298727653650624}
4 69.07 -2.39724208984375 1314.629791021347 30 {'batch_size': 128, 'epochs': 46, 'learning_rate_init': 7.302585582149574e-06, 'momentum': 0.8556209483356475, 'weight_decay': 0.00027298727653650624}
4 69.57 -2.454386767578125 1357.2987132072449 31 {'batch_size': 128, 'epochs': 46, 'learning_rate_init': 7.302585582149574e-06, 'momentum': 0.8556209483356475, 'weight_decay': 0.00027298727653650624}
4 69.91 -2.532668896484375 1399.955317735672 32 {'batch_size': 128, 'epochs': 46, 'learning_rate_init': 7.302585582149574e-06, 'momentum': 0.8556209483356475, 'weight_decay': 0.00027298727653650624}
4 69.74 -2.6003810791015627 1442.1971399784088 33 {'batch_size': 128, 'epochs': 46, 'learning_rate_init': 7.302585582149574e-06, 'momentum': 0.8556209483356475, 'weight_decay': 0.00027298727653650624}
4 70.28 -2.6463610107421873 1484.3894288539886 34 {'batch_size': 128, 'epochs': 46, 'learning_rate_init': 7.302585582149574e-06, 'momentum': 0.8556209483356475, 'weight_decay': 0.00027298727653650624}
4 70.81 -2.684663330078125 1526.5501127243042 35 {'batch_size': 128, 'epochs': 46, 'learning_rate_init': 7.302585582149574e-06, 'momentum': 0.8556209483356475, 'weight_decay': 0.00027298727653650624}
4 70.85 -2.766763037109375 1569.1237499713898 36 {'batch_size': 128, 'epochs': 46, 'learning_rate_init': 7.302585582149574e-06, 'momentum': 0.8556209483356475, 'weight_decay': 0.00027298727653650624}
4 71.37 -2.780390966796875 1611.7515292167664 37 {'batch_size': 128, 'epochs': 46, 'learning_rate_init': 7.302585582149574e-06, 'momentum': 0.8556209483356475, 'weight_decay': 0.00027298727653650624}
4 71.41 -2.8297381103515624 1654.417004585266 38 {'batch_size': 128, 'epochs': 46, 'learning_rate_init': 7.302585582149574e-06, 'momentum': 0.8556209483356475, 'weight_decay': 0.00027298727653650624}
4 71.86 -2.9054746337890625 1697.0657908916473 39 {'batch_size': 128, 'epochs': 46, 'learning_rate_init': 7.302585582149574e-06, 'momentum': 0.8556209483356475, 'weight_decay': 0.00027298727653650624}
4 71.88 -2.9643106689453127 1739.6890904903412 40 {'batch_size': 128, 'epochs': 46, 'learning_rate_init': 7.302585582149574e-06, 'momentum': 0.8556209483356475, 'weight_decay': 0.00027298727653650624}
4 72.13 -3.0039728271484374 1782.345020532608 41 {'batch_size': 128, 'epochs': 46, 'learning_rate_init': 7.302585582149574e-06, 'momentum': 0.8556209483356475, 'weight_decay': 0.00027298727653650624}
4 72.25 -3.0462951171875 1824.974790096283 42 {'batch_size': 128, 'epochs': 46, 'learning_rate_init': 7.302585582149574e-06, 'momentum': 0.8556209483356475, 'weight_decay': 0.00027298727653650624}
4 72.53 -3.087234228515625 1867.5975189208984 43 {'batch_size': 128, 'epochs': 46, 'learning_rate_init': 7.302585582149574e-06, 'momentum': 0.8556209483356475, 'weight_decay': 0.00027298727653650624}
4 72.79 -3.1216662841796876 1910.2390360832214 44 {'batch_size': 128, 'epochs': 46, 'learning_rate_init': 7.302585582149574e-06, 'momentum': 0.8556209483356475, 'weight_decay': 0.00027298727653650624}
4 73.0 -3.1823139404296876 1952.8681881427765 45 {'batch_size': 128, 'epochs': 46, 'learning_rate_init': 7.302585582149574e-06, 'momentum': 0.8556209483356475, 'weight_decay': 0.00027298727653650624}
5 79.46 -4.533574951171875 37.785889625549316 0 {'batch_size': 256, 'epochs': 3, 'learning_rate_init': 0.01434297276884395, 'momentum': 0.36373689710058943, 'weight_decay': 0.00827522853930544}
5 78.62 -5.269818408203125 75.57643342018127 1 {'batch_size': 256, 'epochs': 3, 'learning_rate_init': 0.01434297276884395, 'momentum': 0.36373689710058943, 'weight_decay': 0.00827522853930544}
5 79.47 -5.660082666015625 113.42070317268372 2 {'batch_size': 256, 'epochs': 3, 'learning_rate_init': 0.01434297276884395, 'momentum': 0.36373689710058943, 'weight_decay': 0.00827522853930544}
6 9.99 0.05817646560668945 42.58586764335632 0 {'batch_size': 128, 'epochs': 48, 'learning_rate_init': 1.114376218805708e-05, 'momentum': 0.06425460459065901, 'weight_decay': 3.0229962593400186e-05}
6 10.08 0.04711900177001953 85.17595720291138 1 {'batch_size': 128, 'epochs': 48, 'learning_rate_init': 1.114376218805708e-05, 'momentum': 0.06425460459065901, 'weight_decay': 3.0229962593400186e-05}
6 10.35 0.03733796977996826 127.80470156669617 2 {'batch_size': 128, 'epochs': 48, 'learning_rate_init': 1.114376218805708e-05, 'momentum': 0.06425460459065901, 'weight_decay': 3.0229962593400186e-05}
6 10.8 0.026924425315856933 170.43735074996948 3 {'batch_size': 128, 'epochs': 48, 'learning_rate_init': 1.114376218805708e-05, 'momentum': 0.06425460459065901, 'weight_decay': 3.0229962593400186e-05}
6 11.7 0.017100360870361327 213.0642228126526 4 {'batch_size': 128, 'epochs': 48, 'learning_rate_init': 1.114376218805708e-05, 'momentum': 0.06425460459065901, 'weight_decay': 3.0229962593400186e-05}
