0 12.81 -2.1366094360351564 30.40084171295166 0 {'batch_size': 512, 'epochs': 119, 'learning_rate_init': 0.11630395714480306, 'momentum': 0.8579456176227568, 'weight_decay': 0.0024491024634012105}
0 49.81 -6.814586328125 693.3435688018799 22 {'batch_size': 512, 'epochs': 119, 'learning_rate_init': 0.11630395714480306, 'momentum': 0.8579456176227568, 'weight_decay': 0.0024491024634012105}
0 49.02 -7.093766357421875 723.4363086223602 23 {'batch_size': 512, 'epochs': 119, 'learning_rate_init': 0.11630395714480306, 'momentum': 0.8579456176227568, 'weight_decay': 0.0024491024634012105}
0 47.33 -6.444462890625 753.5016305446625 24 {'batch_size': 512, 'epochs': 119, 'learning_rate_init': 0.11630395714480306, 'momentum': 0.8579456176227568, 'weight_decay': 0.0024491024634012105}
0 47.39 -6.247979736328125 783.5935482978821 25 {'batch_size': 512, 'epochs': 119, 'learning_rate_init': 0.11630395714480306, 'momentum': 0.8579456176227568, 'weight_decay': 0.0024491024634012105}
0 49.61 -6.637459619140625 813.7416491508484 26 {'batch_size': 512, 'epochs': 119, 'learning_rate_init': 0.11630395714480306, 'momentum': 0.8579456176227568, 'weight_decay': 0.0024491024634012105}
0 49.65 -7.03460771484375 843.8703935146332 27 {'batch_size': 512, 'epochs': 119, 'learning_rate_init': 0.11630395714480306, 'momentum': 0.8579456176227568, 'weight_decay': 0.0024491024634012105}
0 51.58 -6.4468115234375 873.9954183101654 28 {'batch_size': 512, 'epochs': 119, 'learning_rate_init': 0.11630395714480306, 'momentum': 0.8579456176227568, 'weight_decay': 0.0024491024634012105}
0 49.34 -6.77934951171875 904.0878837108612 29 {'batch_size': 512, 'epochs': 119, 'learning_rate_init': 0.11630395714480306, 'momentum': 0.8579456176227568, 'weight_decay': 0.0024491024634012105}
0 49.8 -6.611553515625 934.1475944519043 30 {'batch_size': 512, 'epochs': 119, 'learning_rate_init': 0.11630395714480306, 'momentum': 0.8579456176227568, 'weight_decay': 0.0024491024634012105}
0 47.97 -6.50760048828125 964.2031569480896 31 {'batch_size': 512, 'epochs': 119, 'learning_rate_init': 0.11630395714480306, 'momentum': 0.8579456176227568, 'weight_decay': 0.0024491024634012105}
0 51.69 -7.059865234375 994.261892080307 32 {'batch_size': 512, 'epochs': 119, 'learning_rate_init': 0.11630395714480306, 'momentum': 0.8579456176227568, 'weight_decay': 0.0024491024634012105}
0 44.62 -6.04742001953125 1024.3411149978638 33 {'batch_size': 512, 'epochs': 119, 'learning_rate_init': 0.11630395714480306, 'momentum': 0.8579456176227568, 'weight_decay': 0.0024491024634012105}
0 51.16 -7.23324169921875 1054.4551692008972 34 {'batch_size': 512, 'epochs': 119, 'learning_rate_init': 0.11630395714480306, 'momentum': 0.8579456176227568, 'weight_decay': 0.0024491024634012105}
0 50.21 -6.95577421875 1084.5553677082062 35 {'batch_size': 512, 'epochs': 119, 'learning_rate_init': 0.11630395714480306, 'momentum': 0.8579456176227568, 'weight_decay': 0.0024491024634012105}
0 51.06 -6.5101033203125 1114.637902021408 36 {'batch_size': 512, 'epochs': 119, 'learning_rate_init': 0.11630395714480306, 'momentum': 0.8579456176227568, 'weight_decay': 0.0024491024634012105}
0 47.88 -6.0485994140625 1144.694406747818 37 {'batch_size': 512, 'epochs': 119, 'learning_rate_init': 0.11630395714480306, 'momentum': 0.8579456176227568, 'weight_decay': 0.0024491024634012105}
0 46.25 -6.629108642578125 1174.7357821464539 38 {'batch_size': 512, 'epochs': 119, 'learning_rate_init': 0.11630395714480306, 'momentum': 0.8579456176227568, 'weight_decay': 0.0024491024634012105}
0 46.98 -6.32235693359375 1204.838835477829 39 {'batch_size': 512, 'epochs': 119, 'learning_rate_init': 0.11630395714480306, 'momentum': 0.8579456176227568, 'weight_decay': 0.0024491024634012105}
0 47.48 -6.09278173828125 1234.8963928222656 40 {'batch_size': 512, 'epochs': 119, 'learning_rate_init': 0.11630395714480306, 'momentum': 0.8579456176227568, 'weight_decay': 0.0024491024634012105}
0 49.42 -6.54906455078125 1264.9827780723572 41 {'batch_size': 512, 'epochs': 119, 'learning_rate_init': 0.11630395714480306, 'momentum': 0.8579456176227568, 'weight_decay': 0.0024491024634012105}
0 49.83 -6.095195556640625 1295.0353536605835 42 {'batch_size': 512, 'epochs': 119, 'learning_rate_init': 0.11630395714480306, 'momentum': 0.8579456176227568, 'weight_decay': 0.0024491024634012105}
0 45.74 -6.2694869140625 1325.0959367752075 43 {'batch_size': 512, 'epochs': 119, 'learning_rate_init': 0.11630395714480306, 'momentum': 0.8579456176227568, 'weight_decay': 0.0024491024634012105}
0 73.26 -8.8606138671875 1355.1874840259552 44 {'batch_size': 512, 'epochs': 119, 'learning_rate_init': 0.11630395714480306, 'momentum': 0.8579456176227568, 'weight_decay': 0.0024491024634012105}
0 73.73 -8.96095478515625 1385.2188029289246 45 {'batch_size': 512, 'epochs': 119, 'learning_rate_init': 0.11630395714480306, 'momentum': 0.8579456176227568, 'weight_decay': 0.0024491024634012105}
0 74.62 -8.9176666015625 1415.2649719715118 46 {'batch_size': 512, 'epochs': 119, 'learning_rate_init': 0.11630395714480306, 'momentum': 0.8579456176227568, 'weight_decay': 0.0024491024634012105}
0 74.72 -8.97733779296875 1445.337548494339 47 {'batch_size': 512, 'epochs': 119, 'learning_rate_init': 0.11630395714480306, 'momentum': 0.8579456176227568, 'weight_decay': 0.0024491024634012105}
0 74.38 -8.98298759765625 1475.4030768871307 48 {'batch_size': 512, 'epochs': 119, 'learning_rate_init': 0.11630395714480306, 'momentum': 0.8579456176227568, 'weight_decay': 0.0024491024634012105}
0 74.73 -9.035923828125 1505.477769613266 49 {'batch_size': 512, 'epochs': 119, 'learning_rate_init': 0.11630395714480306, 'momentum': 0.8579456176227568, 'weight_decay': 0.0024491024634012105}
0 74.38 -9.03905576171875 1535.5480601787567 50 {'batch_size': 512, 'epochs': 119, 'learning_rate_init': 0.11630395714480306, 'momentum': 0.8579456176227568, 'weight_decay': 0.0024491024634012105}
0 74.67 -8.9425857421875 1565.600664138794 51 {'batch_size': 512, 'epochs': 119, 'learning_rate_init': 0.11630395714480306, 'momentum': 0.8579456176227568, 'weight_decay': 0.0024491024634012105}
0 74.16 -8.97600751953125 1595.6536736488342 52 {'batch_size': 512, 'epochs': 119, 'learning_rate_init': 0.11630395714480306, 'momentum': 0.8579456176227568, 'weight_decay': 0.0024491024634012105}
0 74.06 -9.03138310546875 1625.7145171165466 53 {'batch_size': 512, 'epochs': 119, 'learning_rate_init': 0.11630395714480306, 'momentum': 0.8579456176227568, 'weight_decay': 0.0024491024634012105}
0 73.41 -9.0017271484375 1655.7789430618286 54 {'batch_size': 512, 'epochs': 119, 'learning_rate_init': 0.11630395714480306, 'momentum': 0.8579456176227568, 'weight_decay': 0.0024491024634012105}
0 73.73 -8.87385478515625 1685.83438706398 55 {'batch_size': 512, 'epochs': 119, 'learning_rate_init': 0.11630395714480306, 'momentum': 0.8579456176227568, 'weight_decay': 0.0024491024634012105}
0 73.4 -8.70055908203125 1715.9175674915314 56 {'batch_size': 512, 'epochs': 119, 'learning_rate_init': 0.11630395714480306, 'momentum': 0.8579456176227568, 'weight_decay': 0.0024491024634012105}
0 73.5 -8.8104189453125 1745.9813709259033 57 {'batch_size': 512, 'epochs': 119, 'learning_rate_init': 0.11630395714480306, 'momentum': 0.8579456176227568, 'weight_decay': 0.0024491024634012105}
0 73.34 -8.84566005859375 1776.0372486114502 58 {'batch_size': 512, 'epochs': 119, 'learning_rate_init': 0.11630395714480306, 'momentum': 0.8579456176227568, 'weight_decay': 0.0024491024634012105}
0 72.66 -8.7361220703125 1806.0823593139648 59 {'batch_size': 512, 'epochs': 119, 'learning_rate_init': 0.11630395714480306, 'momentum': 0.8579456176227568, 'weight_decay': 0.0024491024634012105}
0 73.94 -8.76991328125 1836.1311168670654 60 {'batch_size': 512, 'epochs': 119, 'learning_rate_init': 0.11630395714480306, 'momentum': 0.8579456176227568, 'weight_decay': 0.0024491024634012105}
0 75.54 -8.84289443359375 1866.1584556102753 61 {'batch_size': 512, 'epochs': 119, 'learning_rate_init': 0.11630395714480306, 'momentum': 0.8579456176227568, 'weight_decay': 0.0024491024634012105}
0 75.65 -8.773868359375 1896.2096586227417 62 {'batch_size': 512, 'epochs': 119, 'learning_rate_init': 0.11630395714480306, 'momentum': 0.8579456176227568, 'weight_decay': 0.0024491024634012105}
0 75.45 -8.73415791015625 1926.2539224624634 63 {'batch_size': 512, 'epochs': 119, 'learning_rate_init': 0.11630395714480306, 'momentum': 0.8579456176227568, 'weight_decay': 0.0024491024634012105}
0 75.46 -8.70744482421875 1956.3533158302307 64 {'batch_size': 512, 'epochs': 119, 'learning_rate_init': 0.11630395714480306, 'momentum': 0.8579456176227568, 'weight_decay': 0.0024491024634012105}
0 75.56 -8.71720771484375 1986.413548707962 65 {'batch_size': 512, 'epochs': 119, 'learning_rate_init': 0.11630395714480306, 'momentum': 0.8579456176227568, 'weight_decay': 0.0024491024634012105}
0 75.34 -8.7361025390625 2016.448237657547 66 {'batch_size': 512, 'epochs': 119, 'learning_rate_init': 0.11630395714480306, 'momentum': 0.8579456176227568, 'weight_decay': 0.0024491024634012105}
0 75.38 -8.702196484375 2046.4947333335876 67 {'batch_size': 512, 'epochs': 119, 'learning_rate_init': 0.11630395714480306, 'momentum': 0.8579456176227568, 'weight_decay': 0.0024491024634012105}
0 75.47 -8.72291962890625 2076.540276527405 68 {'batch_size': 512, 'epochs': 119, 'learning_rate_init': 0.11630395714480306, 'momentum': 0.8579456176227568, 'weight_decay': 0.0024491024634012105}
0 75.53 -8.67064990234375 2106.6042873859406 69 {'batch_size': 512, 'epochs': 119, 'learning_rate_init': 0.11630395714480306, 'momentum': 0.8579456176227568, 'weight_decay': 0.0024491024634012105}
0 75.34 -8.6468283203125 2136.666864156723 70 {'batch_size': 512, 'epochs': 119, 'learning_rate_init': 0.11630395714480306, 'momentum': 0.8579456176227568, 'weight_decay': 0.0024491024634012105}
0 75.55 -8.657468359375 2166.7521817684174 71 {'batch_size': 512, 'epochs': 119, 'learning_rate_init': 0.11630395714480306, 'momentum': 0.8579456176227568, 'weight_decay': 0.0024491024634012105}
0 75.61 -8.65533427734375 2196.8453238010406 72 {'batch_size': 512, 'epochs': 119, 'learning_rate_init': 0.11630395714480306, 'momentum': 0.8579456176227568, 'weight_decay': 0.0024491024634012105}
0 75.47 -8.68508759765625 2226.9149248600006 73 {'batch_size': 512, 'epochs': 119, 'learning_rate_init': 0.11630395714480306, 'momentum': 0.8579456176227568, 'weight_decay': 0.0024491024634012105}
0 75.43 -8.650908984375 2256.9649045467377 74 {'batch_size': 512, 'epochs': 119, 'learning_rate_init': 0.11630395714480306, 'momentum': 0.8579456176227568, 'weight_decay': 0.0024491024634012105}
0 75.63 -8.63209267578125 2287.0159335136414 75 {'batch_size': 512, 'epochs': 119, 'learning_rate_init': 0.11630395714480306, 'momentum': 0.8579456176227568, 'weight_decay': 0.0024491024634012105}
0 75.48 -8.642945703125 2317.096932888031 76 {'batch_size': 512, 'epochs': 119, 'learning_rate_init': 0.11630395714480306, 'momentum': 0.8579456176227568, 'weight_decay': 0.0024491024634012105}
0 75.39 -8.6613046875 2347.1441237926483 77 {'batch_size': 512, 'epochs': 119, 'learning_rate_init': 0.11630395714480306, 'momentum': 0.8579456176227568, 'weight_decay': 0.0024491024634012105}
0 75.48 -8.6634029296875 2377.217153072357 78 {'batch_size': 512, 'epochs': 119, 'learning_rate_init': 0.11630395714480306, 'momentum': 0.8579456176227568, 'weight_decay': 0.0024491024634012105}
0 75.48 -8.65112734375 2407.2829604148865 79 {'batch_size': 512, 'epochs': 119, 'learning_rate_init': 0.11630395714480306, 'momentum': 0.8579456176227568, 'weight_decay': 0.0024491024634012105}
0 75.53 -8.6488626953125 2437.3605902194977 80 {'batch_size': 512, 'epochs': 119, 'learning_rate_init': 0.11630395714480306, 'momentum': 0.8579456176227568, 'weight_decay': 0.0024491024634012105}
0 75.6 -8.6213779296875 2467.4226548671722 81 {'batch_size': 512, 'epochs': 119, 'learning_rate_init': 0.11630395714480306, 'momentum': 0.8579456176227568, 'weight_decay': 0.0024491024634012105}
0 75.48 -8.62719365234375 2497.4869678020477 82 {'batch_size': 512, 'epochs': 119, 'learning_rate_init': 0.11630395714480306, 'momentum': 0.8579456176227568, 'weight_decay': 0.0024491024634012105}
0 75.38 -8.619606640625 2527.5467162132263 83 {'batch_size': 512, 'epochs': 119, 'learning_rate_init': 0.11630395714480306, 'momentum': 0.8579456176227568, 'weight_decay': 0.0024491024634012105}
0 75.39 -8.63676865234375 2557.602913379669 84 {'batch_size': 512, 'epochs': 119, 'learning_rate_init': 0.11630395714480306, 'momentum': 0.8579456176227568, 'weight_decay': 0.0024491024634012105}
0 75.54 -8.63095693359375 2587.725705385208 85 {'batch_size': 512, 'epochs': 119, 'learning_rate_init': 0.11630395714480306, 'momentum': 0.8579456176227568, 'weight_decay': 0.0024491024634012105}
0 75.48 -8.62446572265625 2617.8512942790985 86 {'batch_size': 512, 'epochs': 119, 'learning_rate_init': 0.11630395714480306, 'momentum': 0.8579456176227568, 'weight_decay': 0.0024491024634012105}
0 75.48 -8.62126513671875 2648.025295972824 87 {'batch_size': 512, 'epochs': 119, 'learning_rate_init': 0.11630395714480306, 'momentum': 0.8579456176227568, 'weight_decay': 0.0024491024634012105}
0 75.55 -8.6399765625 2678.142269849777 88 {'batch_size': 512, 'epochs': 119, 'learning_rate_init': 0.11630395714480306, 'momentum': 0.8579456176227568, 'weight_decay': 0.0024491024634012105}
0 75.39 -8.62722998046875 2708.267600774765 89 {'batch_size': 512, 'epochs': 119, 'learning_rate_init': 0.11630395714480306, 'momentum': 0.8579456176227568, 'weight_decay': 0.0024491024634012105}
0 75.44 -8.6559154296875 2738.344704389572 90 {'batch_size': 512, 'epochs': 119, 'learning_rate_init': 0.11630395714480306, 'momentum': 0.8579456176227568, 'weight_decay': 0.0024491024634012105}
0 75.45 -8.6262302734375 2768.4963459968567 91 {'batch_size': 512, 'epochs': 119, 'learning_rate_init': 0.11630395714480306, 'momentum': 0.8579456176227568, 'weight_decay': 0.0024491024634012105}
0 75.42 -8.6486158203125 2798.6270966529846 92 {'batch_size': 512, 'epochs': 119, 'learning_rate_init': 0.11630395714480306, 'momentum': 0.8579456176227568, 'weight_decay': 0.0024491024634012105}
0 75.39 -8.6405037109375 2828.7577755451202 93 {'batch_size': 512, 'epochs': 119, 'learning_rate_init': 0.11630395714480306, 'momentum': 0.8579456176227568, 'weight_decay': 0.0024491024634012105}
0 75.4 -8.6277283203125 2858.904595851898 94 {'batch_size': 512, 'epochs': 119, 'learning_rate_init': 0.11630395714480306, 'momentum': 0.8579456176227568, 'weight_decay': 0.0024491024634012105}
0 75.33 -8.64357568359375 2889.078633785248 95 {'batch_size': 512, 'epochs': 119, 'learning_rate_init': 0.11630395714480306, 'momentum': 0.8579456176227568, 'weight_decay': 0.0024491024634012105}
0 75.42 -8.64761728515625 2919.2470848560333 96 {'batch_size': 512, 'epochs': 119, 'learning_rate_init': 0.11630395714480306, 'momentum': 0.8579456176227568, 'weight_decay': 0.0024491024634012105}
0 75.47 -8.6660974609375 2949.386993408203 97 {'batch_size': 512, 'epochs': 119, 'learning_rate_init': 0.11630395714480306, 'momentum': 0.8579456176227568, 'weight_decay': 0.0024491024634012105}
0 75.57 -8.63834931640625 2979.519820690155 98 {'batch_size': 512, 'epochs': 119, 'learning_rate_init': 0.11630395714480306, 'momentum': 0.8579456176227568, 'weight_decay': 0.0024491024634012105}
0 75.53 -8.6239431640625 3009.6722688674927 99 {'batch_size': 512, 'epochs': 119, 'learning_rate_init': 0.11630395714480306, 'momentum': 0.8579456176227568, 'weight_decay': 0.0024491024634012105}
0 75.52 -8.6386775390625 3039.8869128227234 100 {'batch_size': 512, 'epochs': 119, 'learning_rate_init': 0.11630395714480306, 'momentum': 0.8579456176227568, 'weight_decay': 0.0024491024634012105}
0 75.47 -8.623380859375 3070.0405859947205 101 {'batch_size': 512, 'epochs': 119, 'learning_rate_init': 0.11630395714480306, 'momentum': 0.8579456176227568, 'weight_decay': 0.0024491024634012105}
0 75.47 -8.6132201171875 3100.187519311905 102 {'batch_size': 512, 'epochs': 119, 'learning_rate_init': 0.11630395714480306, 'momentum': 0.8579456176227568, 'weight_decay': 0.0024491024634012105}
0 75.31 -8.6168298828125 3130.4111049175262 103 {'batch_size': 512, 'epochs': 119, 'learning_rate_init': 0.11630395714480306, 'momentum': 0.8579456176227568, 'weight_decay': 0.0024491024634012105}
0 75.43 -8.64004541015625 3160.5613317489624 104 {'batch_size': 512, 'epochs': 119, 'learning_rate_init': 0.11630395714480306, 'momentum': 0.8579456176227568, 'weight_decay': 0.0024491024634012105}
0 75.5 -8.60221279296875 3190.724290370941 105 {'batch_size': 512, 'epochs': 119, 'learning_rate_init': 0.11630395714480306, 'momentum': 0.8579456176227568, 'weight_decay': 0.0024491024634012105}
0 75.45 -8.6408546875 3220.844544649124 106 {'batch_size': 512, 'epochs': 119, 'learning_rate_init': 0.11630395714480306, 'momentum': 0.8579456176227568, 'weight_decay': 0.0024491024634012105}
0 75.53 -8.62612705078125 3250.963557958603 107 {'batch_size': 512, 'epochs': 119, 'learning_rate_init': 0.11630395714480306, 'momentum': 0.8579456176227568, 'weight_decay': 0.0024491024634012105}
0 75.35 -8.6354232421875 3281.1023166179657 108 {'batch_size': 512, 'epochs': 119, 'learning_rate_init': 0.11630395714480306, 'momentum': 0.8579456176227568, 'weight_decay': 0.0024491024634012105}
0 75.58 -8.6220458984375 3311.23863697052 109 {'batch_size': 512, 'epochs': 119, 'learning_rate_init': 0.11630395714480306, 'momentum': 0.8579456176227568, 'weight_decay': 0.0024491024634012105}
0 75.54 -8.6123623046875 3341.4189262390137 110 {'batch_size': 512, 'epochs': 119, 'learning_rate_init': 0.11630395714480306, 'momentum': 0.8579456176227568, 'weight_decay': 0.0024491024634012105}
0 75.49 -8.64444580078125 3371.5855388641357 111 {'batch_size': 512, 'epochs': 119, 'learning_rate_init': 0.11630395714480306, 'momentum': 0.8579456176227568, 'weight_decay': 0.0024491024634012105}
0 75.66 -8.6370369140625 3401.7186636924744 112 {'batch_size': 512, 'epochs': 119, 'learning_rate_init': 0.11630395714480306, 'momentum': 0.8579456176227568, 'weight_decay': 0.0024491024634012105}
0 75.56 -8.6347830078125 3431.846915960312 113 {'batch_size': 512, 'epochs': 119, 'learning_rate_init': 0.11630395714480306, 'momentum': 0.8579456176227568, 'weight_decay': 0.0024491024634012105}
0 75.41 -8.6320970703125 3461.9601018428802 114 {'batch_size': 512, 'epochs': 119, 'learning_rate_init': 0.11630395714480306, 'momentum': 0.8579456176227568, 'weight_decay': 0.0024491024634012105}
0 75.39 -8.6488955078125 3492.0749821662903 115 {'batch_size': 512, 'epochs': 119, 'learning_rate_init': 0.11630395714480306, 'momentum': 0.8579456176227568, 'weight_decay': 0.0024491024634012105}
0 75.31 -8.65007080078125 3522.1799137592316 116 {'batch_size': 512, 'epochs': 119, 'learning_rate_init': 0.11630395714480306, 'momentum': 0.8579456176227568, 'weight_decay': 0.0024491024634012105}
0 75.59 -8.63469423828125 3552.317780017853 117 {'batch_size': 512, 'epochs': 119, 'learning_rate_init': 0.11630395714480306, 'momentum': 0.8579456176227568, 'weight_decay': 0.0024491024634012105}
0 75.46 -8.63812734375 3582.440272331238 118 {'batch_size': 512, 'epochs': 119, 'learning_rate_init': 0.11630395714480306, 'momentum': 0.8579456176227568, 'weight_decay': 0.0024491024634012105}
1 0.96 0.030926400184631348 31.77448606491089 0 {'batch_size': 256, 'epochs': 145, 'learning_rate_init': 1.0015813955858972e-06, 'momentum': 0.30233257263183977, 'weight_decay': 3.863879405158735e-06}
1 0.96 0.030539107131958006 63.5527400970459 1 {'batch_size': 256, 'epochs': 145, 'learning_rate_init': 1.0015813955858972e-06, 'momentum': 0.30233257263183977, 'weight_decay': 3.863879405158735e-06}
1 0.95 0.03048113842010498 95.31521010398865 2 {'batch_size': 256, 'epochs': 145, 'learning_rate_init': 1.0015813955858972e-06, 'momentum': 0.30233257263183977, 'weight_decay': 3.863879405158735e-06}
1 0.95 0.030708290100097655 127.15724587440491 3 {'batch_size': 256, 'epochs': 145, 'learning_rate_init': 1.0015813955858972e-06, 'momentum': 0.30233257263183977, 'weight_decay': 3.863879405158735e-06}
1 0.96 0.030701876449584962 159.03400444984436 4 {'batch_size': 256, 'epochs': 145, 'learning_rate_init': 1.0015813955858972e-06, 'momentum': 0.30233257263183977, 'weight_decay': 3.863879405158735e-06}
1 0.96 0.030381717109680177 190.81489896774292 5 {'batch_size': 256, 'epochs': 145, 'learning_rate_init': 1.0015813955858972e-06, 'momentum': 0.30233257263183977, 'weight_decay': 3.863879405158735e-06}
1 0.97 0.03011068058013916 222.57423186302185 6 {'batch_size': 256, 'epochs': 145, 'learning_rate_init': 1.0015813955858972e-06, 'momentum': 0.30233257263183977, 'weight_decay': 3.863879405158735e-06}
1 0.96 0.03051326789855957 254.34527015686035 7 {'batch_size': 256, 'epochs': 145, 'learning_rate_init': 1.0015813955858972e-06, 'momentum': 0.30233257263183977, 'weight_decay': 3.863879405158735e-06}
1 0.97 0.030216904735565184 286.2090277671814 8 {'batch_size': 256, 'epochs': 145, 'learning_rate_init': 1.0015813955858972e-06, 'momentum': 0.30233257263183977, 'weight_decay': 3.863879405158735e-06}
1 0.97 0.029934496879577638 317.9743845462799 9 {'batch_size': 256, 'epochs': 145, 'learning_rate_init': 1.0015813955858972e-06, 'momentum': 0.30233257263183977, 'weight_decay': 3.863879405158735e-06}
1 0.96 0.0299665189743042 349.75561809539795 10 {'batch_size': 256, 'epochs': 145, 'learning_rate_init': 1.0015813955858972e-06, 'momentum': 0.30233257263183977, 'weight_decay': 3.863879405158735e-06}
1 0.96 0.030111954689025878 381.5213508605957 11 {'batch_size': 256, 'epochs': 145, 'learning_rate_init': 1.0015813955858972e-06, 'momentum': 0.30233257263183977, 'weight_decay': 3.863879405158735e-06}
1 0.96 0.03016990222930908 413.283460855484 12 {'batch_size': 256, 'epochs': 145, 'learning_rate_init': 1.0015813955858972e-06, 'momentum': 0.30233257263183977, 'weight_decay': 3.863879405158735e-06}
1 0.96 0.029756211280822755 445.14283323287964 13 {'batch_size': 256, 'epochs': 145, 'learning_rate_init': 1.0015813955858972e-06, 'momentum': 0.30233257263183977, 'weight_decay': 3.863879405158735e-06}
1 0.95 0.030076872444152834 477.0205068588257 14 {'batch_size': 256, 'epochs': 145, 'learning_rate_init': 1.0015813955858972e-06, 'momentum': 0.30233257263183977, 'weight_decay': 3.863879405158735e-06}
1 0.95 0.030008168029785155 508.8831431865692 15 {'batch_size': 256, 'epochs': 145, 'learning_rate_init': 1.0015813955858972e-06, 'momentum': 0.30233257263183977, 'weight_decay': 3.863879405158735e-06}
1 0.96 0.029457193756103516 540.7639198303223 16 {'batch_size': 256, 'epochs': 145, 'learning_rate_init': 1.0015813955858972e-06, 'momentum': 0.30233257263183977, 'weight_decay': 3.863879405158735e-06}
1 0.95 0.029524344635009764 572.6621336936951 17 {'batch_size': 256, 'epochs': 145, 'learning_rate_init': 1.0015813955858972e-06, 'momentum': 0.30233257263183977, 'weight_decay': 3.863879405158735e-06}
