0 43.11 -2.645795849609375 30.183260679244995 0 {'batch_size': 512, 'epochs': 119, 'learning_rate_init': 0.11630395714480306, 'momentum': 0.8579456176227568, 'weight_decay': 0.0024491024634012105}
0 79.58 -5.47854248046875 573.8697800636292 18 {'batch_size': 512, 'epochs': 119, 'learning_rate_init': 0.11630395714480306, 'momentum': 0.8579456176227568, 'weight_decay': 0.0024491024634012105}
0 78.56 -5.8898642578125 604.062849521637 19 {'batch_size': 512, 'epochs': 119, 'learning_rate_init': 0.11630395714480306, 'momentum': 0.8579456176227568, 'weight_decay': 0.0024491024634012105}
0 72.83 -4.930245703125 634.2784626483917 20 {'batch_size': 512, 'epochs': 119, 'learning_rate_init': 0.11630395714480306, 'momentum': 0.8579456176227568, 'weight_decay': 0.0024491024634012105}
0 77.85 -5.282182080078125 664.4646854400635 21 {'batch_size': 512, 'epochs': 119, 'learning_rate_init': 0.11630395714480306, 'momentum': 0.8579456176227568, 'weight_decay': 0.0024491024634012105}
0 79.75 -5.99303896484375 694.6418030261993 22 {'batch_size': 512, 'epochs': 119, 'learning_rate_init': 0.11630395714480306, 'momentum': 0.8579456176227568, 'weight_decay': 0.0024491024634012105}
0 79.0 -5.645027197265625 724.8131129741669 23 {'batch_size': 512, 'epochs': 119, 'learning_rate_init': 0.11630395714480306, 'momentum': 0.8579456176227568, 'weight_decay': 0.0024491024634012105}
0 64.91 -4.755393505859375 754.9825155735016 24 {'batch_size': 512, 'epochs': 119, 'learning_rate_init': 0.11630395714480306, 'momentum': 0.8579456176227568, 'weight_decay': 0.0024491024634012105}
0 79.3 -5.533734716796875 785.1640071868896 25 {'batch_size': 512, 'epochs': 119, 'learning_rate_init': 0.11630395714480306, 'momentum': 0.8579456176227568, 'weight_decay': 0.0024491024634012105}
0 70.5 -5.174452392578125 815.3300604820251 26 {'batch_size': 512, 'epochs': 119, 'learning_rate_init': 0.11630395714480306, 'momentum': 0.8579456176227568, 'weight_decay': 0.0024491024634012105}
0 73.52 -5.2504072265625 845.5066378116608 27 {'batch_size': 512, 'epochs': 119, 'learning_rate_init': 0.11630395714480306, 'momentum': 0.8579456176227568, 'weight_decay': 0.0024491024634012105}
0 78.41 -5.453100439453125 875.676575422287 28 {'batch_size': 512, 'epochs': 119, 'learning_rate_init': 0.11630395714480306, 'momentum': 0.8579456176227568, 'weight_decay': 0.0024491024634012105}
0 91.57 -6.8606529296875 905.8730919361115 29 {'batch_size': 512, 'epochs': 119, 'learning_rate_init': 0.11630395714480306, 'momentum': 0.8579456176227568, 'weight_decay': 0.0024491024634012105}
0 92.12 -7.0657837890625 936.072318315506 30 {'batch_size': 512, 'epochs': 119, 'learning_rate_init': 0.11630395714480306, 'momentum': 0.8579456176227568, 'weight_decay': 0.0024491024634012105}
0 92.4 -7.12816923828125 966.2799997329712 31 {'batch_size': 512, 'epochs': 119, 'learning_rate_init': 0.11630395714480306, 'momentum': 0.8579456176227568, 'weight_decay': 0.0024491024634012105}
0 92.54 -7.20615068359375 996.463385105133 32 {'batch_size': 512, 'epochs': 119, 'learning_rate_init': 0.11630395714480306, 'momentum': 0.8579456176227568, 'weight_decay': 0.0024491024634012105}
0 92.33 -7.159448828125 1026.6616191864014 33 {'batch_size': 512, 'epochs': 119, 'learning_rate_init': 0.11630395714480306, 'momentum': 0.8579456176227568, 'weight_decay': 0.0024491024634012105}
0 92.19 -7.185598681640625 1056.8599803447723 34 {'batch_size': 512, 'epochs': 119, 'learning_rate_init': 0.11630395714480306, 'momentum': 0.8579456176227568, 'weight_decay': 0.0024491024634012105}
0 92.57 -7.1676416015625 1087.0334341526031 35 {'batch_size': 512, 'epochs': 119, 'learning_rate_init': 0.11630395714480306, 'momentum': 0.8579456176227568, 'weight_decay': 0.0024491024634012105}
0 92.96 -7.144089501953125 1117.1997776031494 36 {'batch_size': 512, 'epochs': 119, 'learning_rate_init': 0.11630395714480306, 'momentum': 0.8579456176227568, 'weight_decay': 0.0024491024634012105}
0 92.74 -7.079543994140625 1147.3566205501556 37 {'batch_size': 512, 'epochs': 119, 'learning_rate_init': 0.11630395714480306, 'momentum': 0.8579456176227568, 'weight_decay': 0.0024491024634012105}
0 92.76 -7.18056240234375 1177.5151727199554 38 {'batch_size': 512, 'epochs': 119, 'learning_rate_init': 0.11630395714480306, 'momentum': 0.8579456176227568, 'weight_decay': 0.0024491024634012105}
0 92.32 -7.163691748046875 1207.711012840271 39 {'batch_size': 512, 'epochs': 119, 'learning_rate_init': 0.11630395714480306, 'momentum': 0.8579456176227568, 'weight_decay': 0.0024491024634012105}
0 92.52 -7.16861328125 1237.894761800766 40 {'batch_size': 512, 'epochs': 119, 'learning_rate_init': 0.11630395714480306, 'momentum': 0.8579456176227568, 'weight_decay': 0.0024491024634012105}
0 92.59 -7.1723052734375 1268.0607986450195 41 {'batch_size': 512, 'epochs': 119, 'learning_rate_init': 0.11630395714480306, 'momentum': 0.8579456176227568, 'weight_decay': 0.0024491024634012105}
0 92.59 -6.98194873046875 1298.207149028778 42 {'batch_size': 512, 'epochs': 119, 'learning_rate_init': 0.11630395714480306, 'momentum': 0.8579456176227568, 'weight_decay': 0.0024491024634012105}
0 91.86 -6.95503984375 1328.3787577152252 43 {'batch_size': 512, 'epochs': 119, 'learning_rate_init': 0.11630395714480306, 'momentum': 0.8579456176227568, 'weight_decay': 0.0024491024634012105}
0 92.94 -6.92661044921875 1358.5597801208496 44 {'batch_size': 512, 'epochs': 119, 'learning_rate_init': 0.11630395714480306, 'momentum': 0.8579456176227568, 'weight_decay': 0.0024491024634012105}
0 91.63 -7.0403240234375 1388.72034907341 45 {'batch_size': 512, 'epochs': 119, 'learning_rate_init': 0.11630395714480306, 'momentum': 0.8579456176227568, 'weight_decay': 0.0024491024634012105}
0 92.21 -6.889379541015625 1418.910984992981 46 {'batch_size': 512, 'epochs': 119, 'learning_rate_init': 0.11630395714480306, 'momentum': 0.8579456176227568, 'weight_decay': 0.0024491024634012105}
0 91.95 -6.832994921875 1449.0947093963623 47 {'batch_size': 512, 'epochs': 119, 'learning_rate_init': 0.11630395714480306, 'momentum': 0.8579456176227568, 'weight_decay': 0.0024491024634012105}
0 93.69 -6.99978125 1479.2929809093475 48 {'batch_size': 512, 'epochs': 119, 'learning_rate_init': 0.11630395714480306, 'momentum': 0.8579456176227568, 'weight_decay': 0.0024491024634012105}
0 93.9 -6.973966357421875 1509.4659640789032 49 {'batch_size': 512, 'epochs': 119, 'learning_rate_init': 0.11630395714480306, 'momentum': 0.8579456176227568, 'weight_decay': 0.0024491024634012105}
0 93.77 -6.9567029296875 1539.6338965892792 50 {'batch_size': 512, 'epochs': 119, 'learning_rate_init': 0.11630395714480306, 'momentum': 0.8579456176227568, 'weight_decay': 0.0024491024634012105}
0 93.87 -6.956742724609375 1569.787609577179 51 {'batch_size': 512, 'epochs': 119, 'learning_rate_init': 0.11630395714480306, 'momentum': 0.8579456176227568, 'weight_decay': 0.0024491024634012105}
0 93.73 -6.958096875 1600.0180451869965 52 {'batch_size': 512, 'epochs': 119, 'learning_rate_init': 0.11630395714480306, 'momentum': 0.8579456176227568, 'weight_decay': 0.0024491024634012105}
0 93.86 -6.954148291015625 1630.2112019062042 53 {'batch_size': 512, 'epochs': 119, 'learning_rate_init': 0.11630395714480306, 'momentum': 0.8579456176227568, 'weight_decay': 0.0024491024634012105}
0 94.03 -6.93453447265625 1660.3865022659302 54 {'batch_size': 512, 'epochs': 119, 'learning_rate_init': 0.11630395714480306, 'momentum': 0.8579456176227568, 'weight_decay': 0.0024491024634012105}
0 94.01 -6.95067275390625 1690.5659821033478 55 {'batch_size': 512, 'epochs': 119, 'learning_rate_init': 0.11630395714480306, 'momentum': 0.8579456176227568, 'weight_decay': 0.0024491024634012105}
0 94.0 -6.939141357421875 1720.7389709949493 56 {'batch_size': 512, 'epochs': 119, 'learning_rate_init': 0.11630395714480306, 'momentum': 0.8579456176227568, 'weight_decay': 0.0024491024634012105}
0 93.97 -6.947572021484375 1750.900166273117 57 {'batch_size': 512, 'epochs': 119, 'learning_rate_init': 0.11630395714480306, 'momentum': 0.8579456176227568, 'weight_decay': 0.0024491024634012105}
0 93.92 -6.95379833984375 1781.0804097652435 58 {'batch_size': 512, 'epochs': 119, 'learning_rate_init': 0.11630395714480306, 'momentum': 0.8579456176227568, 'weight_decay': 0.0024491024634012105}
0 93.76 -6.97172431640625 1811.2289991378784 59 {'batch_size': 512, 'epochs': 119, 'learning_rate_init': 0.11630395714480306, 'momentum': 0.8579456176227568, 'weight_decay': 0.0024491024634012105}
0 93.92 -6.94972783203125 1841.3882911205292 60 {'batch_size': 512, 'epochs': 119, 'learning_rate_init': 0.11630395714480306, 'momentum': 0.8579456176227568, 'weight_decay': 0.0024491024634012105}
0 93.96 -6.964096044921875 1871.5581102371216 61 {'batch_size': 512, 'epochs': 119, 'learning_rate_init': 0.11630395714480306, 'momentum': 0.8579456176227568, 'weight_decay': 0.0024491024634012105}
0 93.88 -6.95498369140625 1901.7263298034668 62 {'batch_size': 512, 'epochs': 119, 'learning_rate_init': 0.11630395714480306, 'momentum': 0.8579456176227568, 'weight_decay': 0.0024491024634012105}
0 93.94 -6.95583076171875 1931.906150817871 63 {'batch_size': 512, 'epochs': 119, 'learning_rate_init': 0.11630395714480306, 'momentum': 0.8579456176227568, 'weight_decay': 0.0024491024634012105}
0 94.0 -6.961907275390625 1962.0771083831787 64 {'batch_size': 512, 'epochs': 119, 'learning_rate_init': 0.11630395714480306, 'momentum': 0.8579456176227568, 'weight_decay': 0.0024491024634012105}
0 93.98 -6.9502080078125 1992.2399652004242 65 {'batch_size': 512, 'epochs': 119, 'learning_rate_init': 0.11630395714480306, 'momentum': 0.8579456176227568, 'weight_decay': 0.0024491024634012105}
0 93.85 -6.946986181640625 2022.4130721092224 66 {'batch_size': 512, 'epochs': 119, 'learning_rate_init': 0.11630395714480306, 'momentum': 0.8579456176227568, 'weight_decay': 0.0024491024634012105}
0 93.89 -6.9481435546875 2052.602923631668 67 {'batch_size': 512, 'epochs': 119, 'learning_rate_init': 0.11630395714480306, 'momentum': 0.8579456176227568, 'weight_decay': 0.0024491024634012105}
0 93.93 -6.95950791015625 2082.776144504547 68 {'batch_size': 512, 'epochs': 119, 'learning_rate_init': 0.11630395714480306, 'momentum': 0.8579456176227568, 'weight_decay': 0.0024491024634012105}
0 94.0 -6.9472134765625 2112.953249692917 69 {'batch_size': 512, 'epochs': 119, 'learning_rate_init': 0.11630395714480306, 'momentum': 0.8579456176227568, 'weight_decay': 0.0024491024634012105}
0 93.96 -6.945960400390625 2143.1354451179504 70 {'batch_size': 512, 'epochs': 119, 'learning_rate_init': 0.11630395714480306, 'momentum': 0.8579456176227568, 'weight_decay': 0.0024491024634012105}
0 93.95 -6.953928564453125 2173.3280646800995 71 {'batch_size': 512, 'epochs': 119, 'learning_rate_init': 0.11630395714480306, 'momentum': 0.8579456176227568, 'weight_decay': 0.0024491024634012105}
0 93.99 -6.95156552734375 2203.520392894745 72 {'batch_size': 512, 'epochs': 119, 'learning_rate_init': 0.11630395714480306, 'momentum': 0.8579456176227568, 'weight_decay': 0.0024491024634012105}
0 93.93 -6.94960791015625 2233.6859889030457 73 {'batch_size': 512, 'epochs': 119, 'learning_rate_init': 0.11630395714480306, 'momentum': 0.8579456176227568, 'weight_decay': 0.0024491024634012105}
0 93.96 -6.953970263671875 2263.8501591682434 74 {'batch_size': 512, 'epochs': 119, 'learning_rate_init': 0.11630395714480306, 'momentum': 0.8579456176227568, 'weight_decay': 0.0024491024634012105}
0 93.93 -6.941802734375 2294.0152344703674 75 {'batch_size': 512, 'epochs': 119, 'learning_rate_init': 0.11630395714480306, 'momentum': 0.8579456176227568, 'weight_decay': 0.0024491024634012105}
0 93.97 -6.937089404296875 2324.184826374054 76 {'batch_size': 512, 'epochs': 119, 'learning_rate_init': 0.11630395714480306, 'momentum': 0.8579456176227568, 'weight_decay': 0.0024491024634012105}
0 93.98 -6.95268056640625 2354.3579454421997 77 {'batch_size': 512, 'epochs': 119, 'learning_rate_init': 0.11630395714480306, 'momentum': 0.8579456176227568, 'weight_decay': 0.0024491024634012105}
0 93.95 -6.948759814453125 2384.5435094833374 78 {'batch_size': 512, 'epochs': 119, 'learning_rate_init': 0.11630395714480306, 'momentum': 0.8579456176227568, 'weight_decay': 0.0024491024634012105}
0 93.94 -6.94681611328125 2414.723867416382 79 {'batch_size': 512, 'epochs': 119, 'learning_rate_init': 0.11630395714480306, 'momentum': 0.8579456176227568, 'weight_decay': 0.0024491024634012105}
0 94.0 -6.945852783203125 2444.8921027183533 80 {'batch_size': 512, 'epochs': 119, 'learning_rate_init': 0.11630395714480306, 'momentum': 0.8579456176227568, 'weight_decay': 0.0024491024634012105}
0 94.01 -6.942705517578125 2475.0866656303406 81 {'batch_size': 512, 'epochs': 119, 'learning_rate_init': 0.11630395714480306, 'momentum': 0.8579456176227568, 'weight_decay': 0.0024491024634012105}
0 93.96 -6.949337353515625 2505.25213098526 82 {'batch_size': 512, 'epochs': 119, 'learning_rate_init': 0.11630395714480306, 'momentum': 0.8579456176227568, 'weight_decay': 0.0024491024634012105}
0 93.94 -6.936158642578125 2535.4165377616882 83 {'batch_size': 512, 'epochs': 119, 'learning_rate_init': 0.11630395714480306, 'momentum': 0.8579456176227568, 'weight_decay': 0.0024491024634012105}
0 94.02 -6.9482220703125 2565.5797505378723 84 {'batch_size': 512, 'epochs': 119, 'learning_rate_init': 0.11630395714480306, 'momentum': 0.8579456176227568, 'weight_decay': 0.0024491024634012105}
0 93.95 -6.950640380859375 2595.7502529621124 85 {'batch_size': 512, 'epochs': 119, 'learning_rate_init': 0.11630395714480306, 'momentum': 0.8579456176227568, 'weight_decay': 0.0024491024634012105}
0 93.97 -6.9533052734375 2625.9285316467285 86 {'batch_size': 512, 'epochs': 119, 'learning_rate_init': 0.11630395714480306, 'momentum': 0.8579456176227568, 'weight_decay': 0.0024491024634012105}
0 93.91 -6.95469677734375 2656.099331140518 87 {'batch_size': 512, 'epochs': 119, 'learning_rate_init': 0.11630395714480306, 'momentum': 0.8579456176227568, 'weight_decay': 0.0024491024634012105}
0 93.97 -6.941593798828125 2686.2430531978607 88 {'batch_size': 512, 'epochs': 119, 'learning_rate_init': 0.11630395714480306, 'momentum': 0.8579456176227568, 'weight_decay': 0.0024491024634012105}
0 93.95 -6.94412109375 2716.3674182891846 89 {'batch_size': 512, 'epochs': 119, 'learning_rate_init': 0.11630395714480306, 'momentum': 0.8579456176227568, 'weight_decay': 0.0024491024634012105}
0 93.96 -6.94428876953125 2746.5020360946655 90 {'batch_size': 512, 'epochs': 119, 'learning_rate_init': 0.11630395714480306, 'momentum': 0.8579456176227568, 'weight_decay': 0.0024491024634012105}
0 94.03 -6.9502751953125 2776.64745426178 91 {'batch_size': 512, 'epochs': 119, 'learning_rate_init': 0.11630395714480306, 'momentum': 0.8579456176227568, 'weight_decay': 0.0024491024634012105}
0 93.93 -6.940878662109375 2806.780910730362 92 {'batch_size': 512, 'epochs': 119, 'learning_rate_init': 0.11630395714480306, 'momentum': 0.8579456176227568, 'weight_decay': 0.0024491024634012105}
0 93.93 -6.944005615234375 2836.9211173057556 93 {'batch_size': 512, 'epochs': 119, 'learning_rate_init': 0.11630395714480306, 'momentum': 0.8579456176227568, 'weight_decay': 0.0024491024634012105}
0 93.93 -6.944900146484375 2867.0645627975464 94 {'batch_size': 512, 'epochs': 119, 'learning_rate_init': 0.11630395714480306, 'momentum': 0.8579456176227568, 'weight_decay': 0.0024491024634012105}
0 93.95 -6.94379814453125 2897.2003316879272 95 {'batch_size': 512, 'epochs': 119, 'learning_rate_init': 0.11630395714480306, 'momentum': 0.8579456176227568, 'weight_decay': 0.0024491024634012105}
0 93.92 -6.958907958984375 2927.3425838947296 96 {'batch_size': 512, 'epochs': 119, 'learning_rate_init': 0.11630395714480306, 'momentum': 0.8579456176227568, 'weight_decay': 0.0024491024634012105}
0 93.93 -6.952343701171875 2957.490350008011 97 {'batch_size': 512, 'epochs': 119, 'learning_rate_init': 0.11630395714480306, 'momentum': 0.8579456176227568, 'weight_decay': 0.0024491024634012105}
0 93.93 -6.94845322265625 2987.62055850029 98 {'batch_size': 512, 'epochs': 119, 'learning_rate_init': 0.11630395714480306, 'momentum': 0.8579456176227568, 'weight_decay': 0.0024491024634012105}
0 93.95 -6.95264306640625 3017.7578830718994 99 {'batch_size': 512, 'epochs': 119, 'learning_rate_init': 0.11630395714480306, 'momentum': 0.8579456176227568, 'weight_decay': 0.0024491024634012105}
0 93.99 -6.947766455078125 3047.8843965530396 100 {'batch_size': 512, 'epochs': 119, 'learning_rate_init': 0.11630395714480306, 'momentum': 0.8579456176227568, 'weight_decay': 0.0024491024634012105}
0 93.99 -6.948565673828125 3078.01459980011 101 {'batch_size': 512, 'epochs': 119, 'learning_rate_init': 0.11630395714480306, 'momentum': 0.8579456176227568, 'weight_decay': 0.0024491024634012105}
0 93.99 -6.956982080078125 3108.149703502655 102 {'batch_size': 512, 'epochs': 119, 'learning_rate_init': 0.11630395714480306, 'momentum': 0.8579456176227568, 'weight_decay': 0.0024491024634012105}
0 93.96 -6.948239306640625 3138.288858652115 103 {'batch_size': 512, 'epochs': 119, 'learning_rate_init': 0.11630395714480306, 'momentum': 0.8579456176227568, 'weight_decay': 0.0024491024634012105}
0 93.98 -6.94315341796875 3168.418834924698 104 {'batch_size': 512, 'epochs': 119, 'learning_rate_init': 0.11630395714480306, 'momentum': 0.8579456176227568, 'weight_decay': 0.0024491024634012105}
0 93.88 -6.951077734375 3198.560670852661 105 {'batch_size': 512, 'epochs': 119, 'learning_rate_init': 0.11630395714480306, 'momentum': 0.8579456176227568, 'weight_decay': 0.0024491024634012105}
0 93.95 -6.946597119140625 3228.7018547058105 106 {'batch_size': 512, 'epochs': 119, 'learning_rate_init': 0.11630395714480306, 'momentum': 0.8579456176227568, 'weight_decay': 0.0024491024634012105}
0 93.93 -6.950300244140625 3258.8278136253357 107 {'batch_size': 512, 'epochs': 119, 'learning_rate_init': 0.11630395714480306, 'momentum': 0.8579456176227568, 'weight_decay': 0.0024491024634012105}
0 94.01 -6.950975927734375 3288.976503133774 108 {'batch_size': 512, 'epochs': 119, 'learning_rate_init': 0.11630395714480306, 'momentum': 0.8579456176227568, 'weight_decay': 0.0024491024634012105}
0 93.93 -6.95602890625 3319.149881839752 109 {'batch_size': 512, 'epochs': 119, 'learning_rate_init': 0.11630395714480306, 'momentum': 0.8579456176227568, 'weight_decay': 0.0024491024634012105}
0 93.95 -6.959398583984375 3349.303542613983 110 {'batch_size': 512, 'epochs': 119, 'learning_rate_init': 0.11630395714480306, 'momentum': 0.8579456176227568, 'weight_decay': 0.0024491024634012105}
0 93.91 -6.957359033203125 3379.4459052085876 111 {'batch_size': 512, 'epochs': 119, 'learning_rate_init': 0.11630395714480306, 'momentum': 0.8579456176227568, 'weight_decay': 0.0024491024634012105}
0 93.95 -6.949473291015625 3409.581885576248 112 {'batch_size': 512, 'epochs': 119, 'learning_rate_init': 0.11630395714480306, 'momentum': 0.8579456176227568, 'weight_decay': 0.0024491024634012105}
0 94.05 -6.95166572265625 3439.7044529914856 113 {'batch_size': 512, 'epochs': 119, 'learning_rate_init': 0.11630395714480306, 'momentum': 0.8579456176227568, 'weight_decay': 0.0024491024634012105}
0 93.92 -6.955386572265625 3469.8390402793884 114 {'batch_size': 512, 'epochs': 119, 'learning_rate_init': 0.11630395714480306, 'momentum': 0.8579456176227568, 'weight_decay': 0.0024491024634012105}
0 93.96 -6.952047119140625 3499.9686086177826 115 {'batch_size': 512, 'epochs': 119, 'learning_rate_init': 0.11630395714480306, 'momentum': 0.8579456176227568, 'weight_decay': 0.0024491024634012105}
0 94.0 -6.951611181640625 3530.0963480472565 116 {'batch_size': 512, 'epochs': 119, 'learning_rate_init': 0.11630395714480306, 'momentum': 0.8579456176227568, 'weight_decay': 0.0024491024634012105}
0 93.9 -6.95710986328125 3560.2171998023987 117 {'batch_size': 512, 'epochs': 119, 'learning_rate_init': 0.11630395714480306, 'momentum': 0.8579456176227568, 'weight_decay': 0.0024491024634012105}
0 93.97 -6.960164794921875 3590.361514568329 118 {'batch_size': 512, 'epochs': 119, 'learning_rate_init': 0.11630395714480306, 'momentum': 0.8579456176227568, 'weight_decay': 0.0024491024634012105}
1 9.31 -0.0667078109741211 31.803670644760132 0 {'batch_size': 256, 'epochs': 145, 'learning_rate_init': 1.0015813955858972e-06, 'momentum': 0.30233257263183977, 'weight_decay': 3.863879405158735e-06}
1 9.33 -0.06786754875183106 63.60781264305115 1 {'batch_size': 256, 'epochs': 145, 'learning_rate_init': 1.0015813955858972e-06, 'momentum': 0.30233257263183977, 'weight_decay': 3.863879405158735e-06}
1 9.24 -0.06717476272583008 95.40882420539856 2 {'batch_size': 256, 'epochs': 145, 'learning_rate_init': 1.0015813955858972e-06, 'momentum': 0.30233257263183977, 'weight_decay': 3.863879405158735e-06}
1 9.3 -0.06782626991271973 127.20630621910095 3 {'batch_size': 256, 'epochs': 145, 'learning_rate_init': 1.0015813955858972e-06, 'momentum': 0.30233257263183977, 'weight_decay': 3.863879405158735e-06}
1 9.33 -0.06830812950134277 159.02012586593628 4 {'batch_size': 256, 'epochs': 145, 'learning_rate_init': 1.0015813955858972e-06, 'momentum': 0.30233257263183977, 'weight_decay': 3.863879405158735e-06}
1 9.28 -0.0679787899017334 190.81786441802979 5 {'batch_size': 256, 'epochs': 145, 'learning_rate_init': 1.0015813955858972e-06, 'momentum': 0.30233257263183977, 'weight_decay': 3.863879405158735e-06}
1 9.39 -0.06799562911987304 222.6141185760498 6 {'batch_size': 256, 'epochs': 145, 'learning_rate_init': 1.0015813955858972e-06, 'momentum': 0.30233257263183977, 'weight_decay': 3.863879405158735e-06}
1 9.16 -0.06855282325744629 254.40765976905823 7 {'batch_size': 256, 'epochs': 145, 'learning_rate_init': 1.0015813955858972e-06, 'momentum': 0.30233257263183977, 'weight_decay': 3.863879405158735e-06}
1 9.4 -0.06894504852294922 286.21051502227783 8 {'batch_size': 256, 'epochs': 145, 'learning_rate_init': 1.0015813955858972e-06, 'momentum': 0.30233257263183977, 'weight_decay': 3.863879405158735e-06}
1 9.32 -0.06933527679443359 318.0077395439148 9 {'batch_size': 256, 'epochs': 145, 'learning_rate_init': 1.0015813955858972e-06, 'momentum': 0.30233257263183977, 'weight_decay': 3.863879405158735e-06}
1 9.34 -0.06913328628540039 349.8247311115265 10 {'batch_size': 256, 'epochs': 145, 'learning_rate_init': 1.0015813955858972e-06, 'momentum': 0.30233257263183977, 'weight_decay': 3.863879405158735e-06}
1 9.44 -0.07037975273132324 381.6181228160858 11 {'batch_size': 256, 'epochs': 145, 'learning_rate_init': 1.0015813955858972e-06, 'momentum': 0.30233257263183977, 'weight_decay': 3.863879405158735e-06}
1 9.31 -0.07016743850708008 413.4231765270233 12 {'batch_size': 256, 'epochs': 145, 'learning_rate_init': 1.0015813955858972e-06, 'momentum': 0.30233257263183977, 'weight_decay': 3.863879405158735e-06}
1 9.27 -0.07010016479492187 445.2224543094635 13 {'batch_size': 256, 'epochs': 145, 'learning_rate_init': 1.0015813955858972e-06, 'momentum': 0.30233257263183977, 'weight_decay': 3.863879405158735e-06}
1 9.24 -0.06936775245666504 477.02095770835876 14 {'batch_size': 256, 'epochs': 145, 'learning_rate_init': 1.0015813955858972e-06, 'momentum': 0.30233257263183977, 'weight_decay': 3.863879405158735e-06}
1 9.34 -0.0702165512084961 508.818302154541 15 {'batch_size': 256, 'epochs': 145, 'learning_rate_init': 1.0015813955858972e-06, 'momentum': 0.30233257263183977, 'weight_decay': 3.863879405158735e-06}
1 9.44 -0.07187324447631836 540.6157743930817 16 {'batch_size': 256, 'epochs': 145, 'learning_rate_init': 1.0015813955858972e-06, 'momentum': 0.30233257263183977, 'weight_decay': 3.863879405158735e-06}
1 9.34 -0.0714443000793457 572.4314427375793 17 {'batch_size': 256, 'epochs': 145, 'learning_rate_init': 1.0015813955858972e-06, 'momentum': 0.30233257263183977, 'weight_decay': 3.863879405158735e-06}
