0 83.03539633929208 -12.720215054575801 228.9559121131897 0 {'batch_size': 32, 'epochs': 30, 'learning_rate_init': 0.01664672261412472, 'momentum': 0.8579456176227568, 'weight_decay': 0.0024491024634012105}
0 99.08838401823232 -12.029262964647895 4639.026522636414 19 {'batch_size': 32, 'epochs': 30, 'learning_rate_init': 0.01664672261412472, 'momentum': 0.8579456176227568, 'weight_decay': 0.0024491024634012105}
0 99.01716401965672 -11.732220994960072 4879.052137136459 20 {'batch_size': 32, 'epochs': 30, 'learning_rate_init': 0.01664672261412472, 'momentum': 0.8579456176227568, 'weight_decay': 0.0024491024634012105}
0 99.19521401609572 -11.536776574518374 5116.428352832794 21 {'batch_size': 32, 'epochs': 30, 'learning_rate_init': 0.01664672261412472, 'momentum': 0.8579456176227568, 'weight_decay': 0.0024491024634012105}
0 99.23082401538352 -11.395940279249164 5357.831346273422 22 {'batch_size': 32, 'epochs': 30, 'learning_rate_init': 0.01664672261412472, 'momentum': 0.8579456176227568, 'weight_decay': 0.0024491024634012105}
0 99.31628801367424 -11.221880860957281 5604.816753149033 23 {'batch_size': 32, 'epochs': 30, 'learning_rate_init': 0.01664672261412472, 'momentum': 0.8579456176227568, 'weight_decay': 0.0024491024634012105}
0 99.2165800156684 -11.06556889555935 5894.263691186905 24 {'batch_size': 32, 'epochs': 30, 'learning_rate_init': 0.01664672261412472, 'momentum': 0.8579456176227568, 'weight_decay': 0.0024491024634012105}
0 99.22370201552596 -11.004155787330825 6141.416091918945 25 {'batch_size': 32, 'epochs': 30, 'learning_rate_init': 0.01664672261412472, 'momentum': 0.8579456176227568, 'weight_decay': 0.0024491024634012105}
0 99.25931201481376 -10.938218346535926 6396.721417188644 26 {'batch_size': 32, 'epochs': 30, 'learning_rate_init': 0.01664672261412472, 'momentum': 0.8579456176227568, 'weight_decay': 0.0024491024634012105}
0 98.84623602307528 -10.923326835580704 6634.696512699127 27 {'batch_size': 32, 'epochs': 30, 'learning_rate_init': 0.01664672261412472, 'momentum': 0.8579456176227568, 'weight_decay': 0.0024491024634012105}
0 99.20945801581084 -10.95528694252268 6873.516569137573 28 {'batch_size': 32, 'epochs': 30, 'learning_rate_init': 0.01664672261412472, 'momentum': 0.8579456176227568, 'weight_decay': 0.0024491024634012105}
0 99.1809700163806 -10.881934104078848 7099.386724472046 29 {'batch_size': 32, 'epochs': 30, 'learning_rate_init': 0.01664672261412472, 'momentum': 0.8579456176227568, 'weight_decay': 0.0024491024634012105}
1 54.61861690762766 -7.525054199183975 211.44773054122925 0 {'batch_size': 64, 'epochs': 50, 'learning_rate_init': 0.04600306804490305, 'momentum': 0.12812444792935673, 'weight_decay': 0.00991201752662089}
1 81.97421836051564 -8.283982574069494 425.5226092338562 1 {'batch_size': 64, 'epochs': 50, 'learning_rate_init': 0.04600306804490305, 'momentum': 0.12812444792935673, 'weight_decay': 0.00991201752662089}
1 74.17562851648744 -7.550619700926083 649.8778083324432 2 {'batch_size': 64, 'epochs': 50, 'learning_rate_init': 0.04600306804490305, 'momentum': 0.12812444792935673, 'weight_decay': 0.00991201752662089}
1 43.266149134677015 -6.170150960054622 880.8277280330658 3 {'batch_size': 64, 'epochs': 50, 'learning_rate_init': 0.04600306804490305, 'momentum': 0.12812444792935673, 'weight_decay': 0.00991201752662089}
1 43.956983120860336 -4.487106919857471 1102.9263026714325 4 {'batch_size': 64, 'epochs': 50, 'learning_rate_init': 0.04600306804490305, 'momentum': 0.12812444792935673, 'weight_decay': 0.00991201752662089}
1 45.58079908838402 -5.264328420234366 1331.0579223632812 5 {'batch_size': 64, 'epochs': 50, 'learning_rate_init': 0.04600306804490305, 'momentum': 0.12812444792935673, 'weight_decay': 0.00991201752662089}
1 75.2296844954063 -7.085341493285846 1559.7775638103485 6 {'batch_size': 64, 'epochs': 50, 'learning_rate_init': 0.04600306804490305, 'momentum': 0.12812444792935673, 'weight_decay': 0.00991201752662089}
1 93.590200128196 -8.12462973338265 1777.8427407741547 7 {'batch_size': 64, 'epochs': 50, 'learning_rate_init': 0.04600306804490305, 'momentum': 0.12812444792935673, 'weight_decay': 0.00991201752662089}
1 77.62267644754647 -7.079196414549495 1996.1779854297638 8 {'batch_size': 64, 'epochs': 50, 'learning_rate_init': 0.04600306804490305, 'momentum': 0.12812444792935673, 'weight_decay': 0.00991201752662089}
1 80.84894238302115 -8.021707002699404 2208.032639026642 9 {'batch_size': 64, 'epochs': 50, 'learning_rate_init': 0.04600306804490305, 'momentum': 0.12812444792935673, 'weight_decay': 0.00991201752662089}
1 88.23445623531087 -8.484745866492826 2415.8777730464935 10 {'batch_size': 64, 'epochs': 50, 'learning_rate_init': 0.04600306804490305, 'momentum': 0.12812444792935673, 'weight_decay': 0.00991201752662089}
1 89.60900220781996 -8.161086993750306 2631.3480956554413 11 {'batch_size': 64, 'epochs': 50, 'learning_rate_init': 0.04600306804490305, 'momentum': 0.12812444792935673, 'weight_decay': 0.00991201752662089}
1 91.4892101702158 -8.450276469566248 2846.956617832184 12 {'batch_size': 64, 'epochs': 50, 'learning_rate_init': 0.04600306804490305, 'momentum': 0.12812444792935673, 'weight_decay': 0.00991201752662089}
1 66.67616266647674 -7.329391193681952 3062.02268409729 13 {'batch_size': 64, 'epochs': 50, 'learning_rate_init': 0.04600306804490305, 'momentum': 0.12812444792935673, 'weight_decay': 0.00991201752662089}
1 83.1564703368706 -7.745686945315143 3287.022429704666 14 {'batch_size': 64, 'epochs': 50, 'learning_rate_init': 0.04600306804490305, 'momentum': 0.12812444792935673, 'weight_decay': 0.00991201752662089}
1 98.47589203048216 -8.517250173511808 3503.5736298561096 15 {'batch_size': 64, 'epochs': 50, 'learning_rate_init': 0.04600306804490305, 'momentum': 0.12812444792935673, 'weight_decay': 0.00991201752662089}
1 86.64625026707499 -7.386903748554039 3720.893758058548 16 {'batch_size': 64, 'epochs': 50, 'learning_rate_init': 0.04600306804490305, 'momentum': 0.12812444792935673, 'weight_decay': 0.00991201752662089}
1 50.46649099067018 -5.732910343167721 3946.8979229927063 17 {'batch_size': 64, 'epochs': 50, 'learning_rate_init': 0.04600306804490305, 'momentum': 0.12812444792935673, 'weight_decay': 0.00991201752662089}
1 70.18018659639627 -6.635539440456325 4147.297410726547 18 {'batch_size': 64, 'epochs': 50, 'learning_rate_init': 0.04600306804490305, 'momentum': 0.12812444792935673, 'weight_decay': 0.00991201752662089}
1 93.56171212876576 -8.21186952609281 4344.977758646011 19 {'batch_size': 64, 'epochs': 50, 'learning_rate_init': 0.04600306804490305, 'momentum': 0.12812444792935673, 'weight_decay': 0.00991201752662089}
1 92.74980414500392 -8.135672112915831 4555.7135174274445 20 {'batch_size': 64, 'epochs': 50, 'learning_rate_init': 0.04600306804490305, 'momentum': 0.12812444792935673, 'weight_decay': 0.00991201752662089}
1 49.39819101203618 -4.626358464745475 4774.197615623474 21 {'batch_size': 64, 'epochs': 50, 'learning_rate_init': 0.04600306804490305, 'momentum': 0.12812444792935673, 'weight_decay': 0.00991201752662089}
1 43.494053130118935 -6.033205705985972 4989.857466936111 22 {'batch_size': 64, 'epochs': 50, 'learning_rate_init': 0.04600306804490305, 'momentum': 0.12812444792935673, 'weight_decay': 0.00991201752662089}
1 86.63200626735987 -7.6231901865553615 5216.557861804962 23 {'batch_size': 64, 'epochs': 50, 'learning_rate_init': 0.04600306804490305, 'momentum': 0.12812444792935673, 'weight_decay': 0.00991201752662089}
1 32.098853358022936 -3.4449397643299644 5431.6478452682495 24 {'batch_size': 64, 'epochs': 50, 'learning_rate_init': 0.04600306804490305, 'momentum': 0.12812444792935673, 'weight_decay': 0.00991201752662089}
1 48.07349903853002 -4.755122813766867 5643.517727136612 25 {'batch_size': 64, 'epochs': 50, 'learning_rate_init': 0.04600306804490305, 'momentum': 0.12812444792935673, 'weight_decay': 0.00991201752662089}
1 35.595755288084895 -3.5648513542910467 5852.6673538684845 26 {'batch_size': 64, 'epochs': 50, 'learning_rate_init': 0.04600306804490305, 'momentum': 0.12812444792935673, 'weight_decay': 0.00991201752662089}
1 99.2521900149562 -9.451749244278615 6052.6803822517395 27 {'batch_size': 64, 'epochs': 50, 'learning_rate_init': 0.04600306804490305, 'momentum': 0.12812444792935673, 'weight_decay': 0.00991201752662089}
1 99.28067801438644 -9.303305986778119 6261.057710886002 28 {'batch_size': 64, 'epochs': 50, 'learning_rate_init': 0.04600306804490305, 'momentum': 0.12812444792935673, 'weight_decay': 0.00991201752662089}
1 99.09550601808988 -9.165612358711067 6465.172683477402 29 {'batch_size': 64, 'epochs': 50, 'learning_rate_init': 0.04600306804490305, 'momentum': 0.12812444792935673, 'weight_decay': 0.00991201752662089}
1 99.15960401680792 -8.901237859998314 6684.497578859329 30 {'batch_size': 64, 'epochs': 50, 'learning_rate_init': 0.04600306804490305, 'momentum': 0.12812444792935673, 'weight_decay': 0.00991201752662089}
1 99.23794601524108 -9.015423859144647 6892.487617969513 31 {'batch_size': 64, 'epochs': 50, 'learning_rate_init': 0.04600306804490305, 'momentum': 0.12812444792935673, 'weight_decay': 0.00991201752662089}
1 99.31628801367424 -8.92273175693477 7100.887558460236 32 {'batch_size': 64, 'epochs': 50, 'learning_rate_init': 0.04600306804490305, 'momentum': 0.12812444792935673, 'weight_decay': 0.00991201752662089}
1 97.27939605441208 -8.443869216991756 7304.237681627274 33 {'batch_size': 64, 'epochs': 50, 'learning_rate_init': 0.04600306804490305, 'momentum': 0.12812444792935673, 'weight_decay': 0.00991201752662089}
1 98.17676803646464 -8.408822811581235 7517.6774072647095 34 {'batch_size': 64, 'epochs': 50, 'learning_rate_init': 0.04600306804490305, 'momentum': 0.12812444792935673, 'weight_decay': 0.00991201752662089}
1 99.24506801509864 -8.778242982900107 7714.087810754776 35 {'batch_size': 64, 'epochs': 50, 'learning_rate_init': 0.04600306804490305, 'momentum': 0.12812444792935673, 'weight_decay': 0.00991201752662089}
1 99.1809700163806 -8.658239230548594 7912.827778816223 36 {'batch_size': 64, 'epochs': 50, 'learning_rate_init': 0.04600306804490305, 'momentum': 0.12812444792935673, 'weight_decay': 0.00991201752662089}
1 99.01716401965672 -8.525145838856824 8117.3528373241425 37 {'batch_size': 64, 'epochs': 50, 'learning_rate_init': 0.04600306804490305, 'momentum': 0.12812444792935673, 'weight_decay': 0.00991201752662089}
1 97.77793604444128 -8.158628471488075 8318.877786636353 38 {'batch_size': 64, 'epochs': 50, 'learning_rate_init': 0.04600306804490305, 'momentum': 0.12812444792935673, 'weight_decay': 0.00991201752662089}
1 98.98867602022648 -8.494330003079709 8520.152675390244 39 {'batch_size': 64, 'epochs': 50, 'learning_rate_init': 0.04600306804490305, 'momentum': 0.12812444792935673, 'weight_decay': 0.00991201752662089}
1 99.16672601666548 -8.606430898100875 8739.702956438065 40 {'batch_size': 64, 'epochs': 50, 'learning_rate_init': 0.04600306804490305, 'momentum': 0.12812444792935673, 'weight_decay': 0.00991201752662089}
1 98.31920803361584 -8.260607995790648 8954.812907457352 41 {'batch_size': 64, 'epochs': 50, 'learning_rate_init': 0.04600306804490305, 'momentum': 0.12812444792935673, 'weight_decay': 0.00991201752662089}
1 99.15960401680792 -8.507846049557434 9159.543766260147 42 {'batch_size': 64, 'epochs': 50, 'learning_rate_init': 0.04600306804490305, 'momentum': 0.12812444792935673, 'weight_decay': 0.00991201752662089}
1 95.96182608076347 -7.8654594674051665 9368.337712287903 43 {'batch_size': 64, 'epochs': 50, 'learning_rate_init': 0.04600306804490305, 'momentum': 0.12812444792935673, 'weight_decay': 0.00991201752662089}
1 99.16672601666548 -8.65305773222449 9585.472851514816 44 {'batch_size': 64, 'epochs': 50, 'learning_rate_init': 0.04600306804490305, 'momentum': 0.12812444792935673, 'weight_decay': 0.00991201752662089}
1 99.15960401680792 -8.65772972761689 9802.958103656769 45 {'batch_size': 64, 'epochs': 50, 'learning_rate_init': 0.04600306804490305, 'momentum': 0.12812444792935673, 'weight_decay': 0.00991201752662089}
1 99.15248201695036 -8.645379232669198 10026.837821245193 46 {'batch_size': 64, 'epochs': 50, 'learning_rate_init': 0.04600306804490305, 'momentum': 0.12812444792935673, 'weight_decay': 0.00991201752662089}
1 99.15960401680792 -8.66940104833195 10240.553674221039 47 {'batch_size': 64, 'epochs': 50, 'learning_rate_init': 0.04600306804490305, 'momentum': 0.12812444792935673, 'weight_decay': 0.00991201752662089}
1 99.15248201695036 -8.601036204901883 10447.642861127853 48 {'batch_size': 64, 'epochs': 50, 'learning_rate_init': 0.04600306804490305, 'momentum': 0.12812444792935673, 'weight_decay': 0.00991201752662089}
1 99.15248201695036 -8.618495863189164 10666.63289308548 49 {'batch_size': 64, 'epochs': 50, 'learning_rate_init': 0.04600306804490305, 'momentum': 0.12812444792935673, 'weight_decay': 0.00991201752662089}
2 82.5867103482658 -18.793757203722024 229.96128678321838 0 {'batch_size': 32, 'epochs': 10, 'learning_rate_init': 0.04546784063337935, 'momentum': 0.947730611527878, 'weight_decay': 8.689532004962215e-05}
2 92.22989815540204 -21.470043596689216 468.58621525764465 1 {'batch_size': 32, 'epochs': 10, 'learning_rate_init': 0.04546784063337935, 'momentum': 0.947730611527878, 'weight_decay': 8.689532004962215e-05}
2 93.19136813617264 -22.366135514026166 708.8512892723083 2 {'batch_size': 32, 'epochs': 10, 'learning_rate_init': 0.04546784063337935, 'momentum': 0.947730611527878, 'weight_decay': 8.689532004962215e-05}
2 95.52738408945231 -22.994369981737357 950.6413412094116 3 {'batch_size': 32, 'epochs': 10, 'learning_rate_init': 0.04546784063337935, 'momentum': 0.947730611527878, 'weight_decay': 8.689532004962215e-05}
2 96.41051207178975 -23.816863872396855 1194.9862937927246 4 {'batch_size': 32, 'epochs': 10, 'learning_rate_init': 0.04546784063337935, 'momentum': 0.947730611527878, 'weight_decay': 8.689532004962215e-05}
2 96.43187807136243 -22.573361414924374 1437.2112329006195 5 {'batch_size': 32, 'epochs': 10, 'learning_rate_init': 0.04546784063337935, 'momentum': 0.947730611527878, 'weight_decay': 8.689532004962215e-05}
2 95.71255608574887 -22.410771439688624 1678.29124045372 6 {'batch_size': 32, 'epochs': 10, 'learning_rate_init': 0.04546784063337935, 'momentum': 0.947730611527878, 'weight_decay': 8.689532004962215e-05}
2 97.77793604444128 -22.508015479604094 1918.686493396759 7 {'batch_size': 32, 'epochs': 10, 'learning_rate_init': 0.04546784063337935, 'momentum': 0.947730611527878, 'weight_decay': 8.689532004962215e-05}
2 94.18844811623104 -20.96412950261316 2156.641514778137 8 {'batch_size': 32, 'epochs': 10, 'learning_rate_init': 0.04546784063337935, 'momentum': 0.947730611527878, 'weight_decay': 8.689532004962215e-05}
2 98.87472402250552 -22.65475250650578 2400.3262820243835 9 {'batch_size': 32, 'epochs': 10, 'learning_rate_init': 0.04546784063337935, 'momentum': 0.947730611527878, 'weight_decay': 8.689532004962215e-05}
3 73.91211452175772 -7.885707712047808 209.9572856426239 0 {'batch_size': 128, 'epochs': 4, 'learning_rate_init': 0.015839636792271947, 'momentum': 0.12132858120521606, 'weight_decay': 0.0001893412804339247}
3 83.64076632718468 -9.494719130999172 417.7370114326477 1 {'batch_size': 128, 'epochs': 4, 'learning_rate_init': 0.015839636792271947, 'momentum': 0.12132858120521606, 'weight_decay': 0.0001893412804339247}
3 95.27099209458015 -10.879744239091517 628.7068824768066 2 {'batch_size': 128, 'epochs': 4, 'learning_rate_init': 0.015839636792271947, 'momentum': 0.12132858120521606, 'weight_decay': 0.0001893412804339247}
3 93.3765401324692 -11.08716376718739 842.221923828125 3 {'batch_size': 128, 'epochs': 4, 'learning_rate_init': 0.015839636792271947, 'momentum': 0.12132858120521606, 'weight_decay': 0.0001893412804339247}
4 2.257673954846521 -0.08391244605382057 215.4704225063324 0 {'batch_size': 128, 'epochs': 46, 'learning_rate_init': 7.302585582149574e-06, 'momentum': 0.8556209483356475, 'weight_decay': 0.00027298727653650624}
4 5.313011893739762 -0.15821790233329783 435.7405230998993 1 {'batch_size': 128, 'epochs': 46, 'learning_rate_init': 7.302585582149574e-06, 'momentum': 0.8556209483356475, 'weight_decay': 0.00027298727653650624}
4 8.218787835624243 -0.24279036663526246 657.6913769245148 2 {'batch_size': 128, 'epochs': 46, 'learning_rate_init': 7.302585582149574e-06, 'momentum': 0.8556209483356475, 'weight_decay': 0.00027298727653650624}
4 8.290007834199843 -0.3380526435416815 878.1151928901672 3 {'batch_size': 128, 'epochs': 46, 'learning_rate_init': 7.302585582149574e-06, 'momentum': 0.8556209483356475, 'weight_decay': 0.00027298727653650624}
4 9.529235809415283 -0.4175590896579277 1095.6450173854828 4 {'batch_size': 128, 'epochs': 46, 'learning_rate_init': 7.302585582149574e-06, 'momentum': 0.8556209483356475, 'weight_decay': 0.00027298727653650624}
4 12.278327754433445 -0.5004021734451349 1313.6253192424774 5 {'batch_size': 128, 'epochs': 46, 'learning_rate_init': 7.302585582149574e-06, 'momentum': 0.8556209483356475, 'weight_decay': 0.00027298727653650624}
4 15.903425681931486 -0.5839334764623904 1529.5111532211304 6 {'batch_size': 128, 'epochs': 46, 'learning_rate_init': 7.302585582149574e-06, 'momentum': 0.8556209483356475, 'weight_decay': 0.00027298727653650624}
4 17.420411651591767 -0.6572048000338139 1741.4454112052917 7 {'batch_size': 128, 'epochs': 46, 'learning_rate_init': 7.302585582149574e-06, 'momentum': 0.8556209483356475, 'weight_decay': 0.00027298727653650624}
4 19.970087600598248 -0.7477626761143112 1970.1104681491852 8 {'batch_size': 128, 'epochs': 46, 'learning_rate_init': 7.302585582149574e-06, 'momentum': 0.8556209483356475, 'weight_decay': 0.00027298727653650624}
4 22.66220354675593 -0.8086234400325177 2184.191573381424 9 {'batch_size': 128, 'epochs': 46, 'learning_rate_init': 7.302585582149574e-06, 'momentum': 0.8556209483356475, 'weight_decay': 0.00027298727653650624}
4 25.33295349334093 -0.9057087897914791 2434.980665922165 10 {'batch_size': 128, 'epochs': 46, 'learning_rate_init': 7.302585582149574e-06, 'momentum': 0.8556209483356475, 'weight_decay': 0.00027298727653650624}
4 28.174631436507372 -0.9969708774344685 2657.290407896042 11 {'batch_size': 128, 'epochs': 46, 'learning_rate_init': 7.302585582149574e-06, 'momentum': 0.8556209483356475, 'weight_decay': 0.00027298727653650624}
4 30.432305391353893 -1.0729404591009595 2904.7661397457123 12 {'batch_size': 128, 'epochs': 46, 'learning_rate_init': 7.302585582149574e-06, 'momentum': 0.8556209483356475, 'weight_decay': 0.00027298727653650624}
4 31.222847375543054 -1.1497356658494333 3128.835590362549 13 {'batch_size': 128, 'epochs': 46, 'learning_rate_init': 7.302585582149574e-06, 'momentum': 0.8556209483356475, 'weight_decay': 0.00027298727653650624}
4 33.21700733565985 -1.2294046855551863 3381.355412006378 14 {'batch_size': 128, 'epochs': 46, 'learning_rate_init': 7.302585582149574e-06, 'momentum': 0.8556209483356475, 'weight_decay': 0.00027298727653650624}
4 33.63008332739833 -1.3022321545239757 3603.6304574012756 15 {'batch_size': 128, 'epochs': 46, 'learning_rate_init': 7.302585582149574e-06, 'momentum': 0.8556209483356475, 'weight_decay': 0.00027298727653650624}
4 34.976141300477174 -1.3843809075780373 3852.365254163742 16 {'batch_size': 128, 'epochs': 46, 'learning_rate_init': 7.302585582149574e-06, 'momentum': 0.8556209483356475, 'weight_decay': 0.00027298727653650624}
4 36.40766327184674 -1.4461453059283207 4072.030742406845 17 {'batch_size': 128, 'epochs': 46, 'learning_rate_init': 7.302585582149574e-06, 'momentum': 0.8556209483356475, 'weight_decay': 0.00027298727653650624}
4 39.085535218289294 -1.528270858091962 4279.5651977062225 18 {'batch_size': 128, 'epochs': 46, 'learning_rate_init': 7.302585582149574e-06, 'momentum': 0.8556209483356475, 'weight_decay': 0.00027298727653650624}
4 39.776369204472616 -1.6047632893761392 4522.025218963623 19 {'batch_size': 128, 'epochs': 46, 'learning_rate_init': 7.302585582149574e-06, 'momentum': 0.8556209483356475, 'weight_decay': 0.00027298727653650624}
4 42.03404315931914 -1.652365693814411 4732.605624914169 20 {'batch_size': 128, 'epochs': 46, 'learning_rate_init': 7.302585582149574e-06, 'momentum': 0.8556209483356475, 'weight_decay': 0.00027298727653650624}
4 44.092301118153976 -1.7480750365454574 4981.550422668457 21 {'batch_size': 128, 'epochs': 46, 'learning_rate_init': 7.302585582149574e-06, 'momentum': 0.8556209483356475, 'weight_decay': 0.00027298727653650624}
4 44.7475251050495 -1.8259893080064284 5202.030406236649 22 {'batch_size': 128, 'epochs': 46, 'learning_rate_init': 7.302585582149574e-06, 'momentum': 0.8556209483356475, 'weight_decay': 0.00027298727653650624}
4 46.11494907770102 -1.8557785340637811 5453.550503253937 23 {'batch_size': 128, 'epochs': 46, 'learning_rate_init': 7.302585582149574e-06, 'momentum': 0.8556209483356475, 'weight_decay': 0.00027298727653650624}
4 47.0265650594687 -1.9687675819481194 5670.040456056595 24 {'batch_size': 128, 'epochs': 46, 'learning_rate_init': 7.302585582149574e-06, 'momentum': 0.8556209483356475, 'weight_decay': 0.00027298727653650624}
4 48.42247703155046 -2.015741682300523 5917.99541759491 25 {'batch_size': 128, 'epochs': 46, 'learning_rate_init': 7.302585582149574e-06, 'momentum': 0.8556209483356475, 'weight_decay': 0.00027298727653650624}
4 49.57624100847518 -2.0649464530284636 6125.495465755463 26 {'batch_size': 128, 'epochs': 46, 'learning_rate_init': 7.302585582149574e-06, 'momentum': 0.8556209483356475, 'weight_decay': 0.00027298727653650624}
4 48.93526102129478 -2.154901055560884 6364.270397186279 27 {'batch_size': 128, 'epochs': 46, 'learning_rate_init': 7.302585582149574e-06, 'momentum': 0.8556209483356475, 'weight_decay': 0.00027298727653650624}
4 51.37810697243786 -2.1816417964959482 6577.644457101822 28 {'batch_size': 128, 'epochs': 46, 'learning_rate_init': 7.302585582149574e-06, 'momentum': 0.8556209483356475, 'weight_decay': 0.00027298727653650624}
4 51.48493697030126 -2.287748459728429 6776.15545964241 29 {'batch_size': 128, 'epochs': 46, 'learning_rate_init': 7.302585582149574e-06, 'momentum': 0.8556209483356475, 'weight_decay': 0.00027298727653650624}
4 52.026208959475824 -2.3617611427217473 6994.775478601456 30 {'batch_size': 128, 'epochs': 46, 'learning_rate_init': 7.302585582149574e-06, 'momentum': 0.8556209483356475, 'weight_decay': 0.00027298727653650624}
4 52.57460294850794 -2.3843611752610796 7184.970378875732 31 {'batch_size': 128, 'epochs': 46, 'learning_rate_init': 7.302585582149574e-06, 'momentum': 0.8556209483356475, 'weight_decay': 0.00027298727653650624}
4 53.4719749305605 -2.4722222167281935 7400.0854070186615 32 {'batch_size': 128, 'epochs': 46, 'learning_rate_init': 7.302585582149574e-06, 'momentum': 0.8556209483356475, 'weight_decay': 0.00027298727653650624}
4 53.60017092799658 -2.547702598857044 7601.690596342087 33 {'batch_size': 128, 'epochs': 46, 'learning_rate_init': 7.302585582149574e-06, 'momentum': 0.8556209483356475, 'weight_decay': 0.00027298727653650624}
4 54.71120290577594 -2.582157641698064 7809.085279464722 34 {'batch_size': 128, 'epochs': 46, 'learning_rate_init': 7.302585582149574e-06, 'momentum': 0.8556209483356475, 'weight_decay': 0.00027298727653650624}
4 55.65130688697386 -2.667245641952481 8040.350399971008 35 {'batch_size': 128, 'epochs': 46, 'learning_rate_init': 7.302585582149574e-06, 'momentum': 0.8556209483356475, 'weight_decay': 0.00027298727653650624}
4 55.61569688768606 -2.7415143663612715 8246.1355946064 36 {'batch_size': 128, 'epochs': 46, 'learning_rate_init': 7.302585582149574e-06, 'momentum': 0.8556209483356475, 'weight_decay': 0.00027298727653650624}
4 55.943308881133824 -2.7915634140059202 8476.085133552551 37 {'batch_size': 128, 'epochs': 46, 'learning_rate_init': 7.302585582149574e-06, 'momentum': 0.8556209483356475, 'weight_decay': 0.00027298727653650624}
